compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L5,__PARA__L6,__PIPE__L0,__PIPE__L1,__PIPE__L3,__TILE__L0,__TILE__L1,__TILE__L3
28min 09sec,949208 (4.056ms),236870 (20%),171573 (7%),1294 (29%),489 (7%),0 (~0%),1,8,16,20,16,25,1,off,off,off,1,1,1
60min 00sec,,,,,,,1,8,16,1,20,25,1,off,off,off,1,1,1
08min 12sec,932071 (3.983ms),135527 (11%),116584 (4%),1280 (29%),459 (6%),0 (~0%),1,8,8,1,16,20,1,off,off,off,1,1,1
27min 33sec,331228 (1.416ms),222825 (18%),125892 (5%),1294 (29%),489 (7%),0 (~0%),1,8,16,1,16,25,4,off,off,off,1,1,1
60min 00sec,,,,,,,1,8,16,1,16,25,1,flatten,off,off,1,1,1
60min 00sec,,,,,,,1,8,16,1,16,25,1,off,flatten,off,1,1,1
07min 06sec,338546 (1.447ms),108672 (9%),108675 (4%),1422 (32%),532 (7%),0 (~0%),4,8,16,1,16,25,4,off,off,off,1,1,1
06min 53sec,334726 (1.43ms),108613 (9%),108894 (4%),1422 (32%),532 (7%),0 (~0%),8,8,16,1,16,25,4,off,off,off,1,1,1
07min 00sec,334246 (1.428ms),106406 (9%),104618 (4%),1386 (32%),533 (7%),0 (~0%),10,8,16,1,16,25,4,off,off,off,1,1,1
07min 12sec,926286 (3.958ms),105300 (8%),103950 (4%),1410 (32%),524 (7%),0 (~0%),20,8,16,1,16,25,1,off,off,off,1,1,1
06min 37sec,926756 (3.96ms),106032 (8%),106417 (4%),1522 (35%),525 (7%),0 (~0%),25,8,16,1,16,25,1,off,off,off,1,1,1
28min 01sec,412508 (1.763ms),231763 (19%),166518 (7%),1294 (29%),379 (5%),0 (~0%),1,10,16,1,16,25,4,off,off,off,1,1,1
28min 28sec,333206 (1.424ms),224247 (18%),136154 (5%),1294 (29%),489 (7%),0 (~0%),1,16,16,1,16,25,4,off,off,off,1,1,1
27min 59sec,511128 (2.184ms),227999 (19%),146874 (6%),1294 (29%),489 (7%),0 (~0%),1,8,16,4,16,25,4,off,off,off,1,1,1
06min 17sec,333956 (1.427ms),107398 (9%),107888 (4%),1522 (35%),533 (7%),0 (~0%),25,8,16,1,16,25,4,off,off,off,1,1,1
06min 17sec,335365 (1.433ms),110697 (9%),118401 (5%),1422 (32%),532 (7%),0 (~0%),16,16,16,1,16,25,4,off,off,off,1,1,1
26min 43sec,354768 (1.516ms),229657 (19%),157815 (6%),1294 (29%),379 (5%),0 (~0%),1,20,16,1,16,25,4,off,off,off,1,1,1
27min 11sec,335971 (1.436ms),231828 (19%),135405 (5%),1294 (29%),509 (7%),0 (~0%),1,8,25,1,16,25,4,off,off,off,1,1,1
26min 41sec,337949 (1.444ms),233250 (19%),145667 (6%),1294 (29%),509 (7%),0 (~0%),1,16,25,1,16,25,4,off,off,off,1,1,1
28min 15sec,348638 (1.49ms),228949 (19%),144545 (6%),1294 (29%),511 (7%),0 (~0%),1,8,16,16,16,25,4,off,off,off,1,1,1
60min 00sec,,,,,,,1,16,16,1,25,25,4,off,off,off,1,1,1
05min 40sec,350630 (1.498ms),108884 (9%),114433 (4%),270 (6%),436 (6%),128 (13%),1,16,16,1,16,16,4,off,off,off,1,1,1
06min 30sec,333451 (1.425ms),109043 (9%),108013 (4%),1422 (32%),532 (7%),0 (~0%),16,8,16,1,16,25,4,off,off,off,1,1,1
06min 42sec,333486 (1.425ms),106666 (9%),105421 (4%),1410 (32%),532 (7%),0 (~0%),20,8,16,1,16,25,4,off,off,off,1,1,1
06min 46sec,335400 (1.433ms),108320 (9%),115809 (4%),1410 (32%),532 (7%),0 (~0%),20,16,16,1,16,25,4,off,off,off,1,1,1
06min 38sec,335870 (1.435ms),109052 (9%),118276 (5%),1522 (35%),533 (7%),0 (~0%),25,16,16,1,16,25,4,off,off,off,1,1,1
27min 58sec,357780 (1.529ms),312147 (26%),239926 (10%),1294 (29%),379 (5%),0 (~0%),1,25,16,1,16,25,4,off,off,off,1,1,1
27min 59sec,357780 (1.529ms),312147 (26%),239926 (10%),1294 (29%),379 (5%),0 (~0%),1,25,16,1,16,25,4,off,off,off,1,1,1
28min 35sec,350616 (1.498ms),230371 (19%),154807 (6%),1294 (29%),511 (7%),0 (~0%),1,16,16,16,16,25,4,off,off,off,1,1,1
60min 00sec,,,,,,,1,8,16,1,25,25,4,off,off,off,1,1,1
04min 51sec,1826012 (7.304ms),33552 (2%),31631 (1%),526 (12%),24 (~0%),0 (~0%),1,1,1,1,1,1,1,off,off,off,1,1,1
04min 25sec,1839648 (7.359ms),38257 (3%),34402 (1%),878 (20%),39 (~0%),0 (~0%),16,1,1,1,1,1,1,off,off,off,1,1,1
06min 35sec,1851192 (7.405ms),53974 (4%),80497 (3%),526 (12%),24 (~0%),0 (~0%),1,20,1,1,1,1,1,off,off,off,1,1,1
06min 29sec,1825637 (7.303ms),46716 (3%),42497 (1%),526 (12%),66 (~0%),0 (~0%),1,1,16,1,1,1,1,off,off,off,1,1,1
04min 50sec,1854204 (7.417ms),76393 (6%),165205 (6%),526 (12%),24 (~0%),0 (~0%),1,1,1,25,1,1,1,off,off,off,1,1,1
04min 27sec,1676012 (6.704ms),62239 (5%),64917 (2%),782 (18%),354 (5%),0 (~0%),1,1,1,1,16,1,1,off,off,off,1,1,1
06min 06sec,1088411 (4.651ms),52015 (4%),46707 (1%),270 (6%),84 (1%),64 (6%),1,1,1,1,1,16,1,off,off,off,1,1,1
06min 04sec,1078412 (4.609ms),46826 (3%),48687 (2%),782 (18%),90 (1%),0 (~0%),1,1,1,1,1,1,20,off,off,off,1,1,1
13min 15sec,1657103 (6.628ms),767837 (64%),1001718 (42%),1070 (24%),8800 (128%),0 (~0%),1,1,1,1,1,1,1,flatten,off,off,1,1,1
06min 40sec,1832657 (7.331ms),37831 (3%),35292 (1%),830 (19%),39 (~0%),0 (~0%),8,1,1,1,1,1,1,off,off,off,1,1,1
04min 33sec,1890228 (7.561ms),42478 (3%),52354 (2%),526 (12%),35 (~0%),0 (~0%),1,16,1,1,1,1,1,off,off,off,1,1,1
05min 09sec,1825812 (7.303ms),40897 (3%),43650 (1%),504 (11%),64 (~0%),0 (~0%),1,1,10,1,1,1,1,off,off,off,1,1,1
05min 23sec,1851192 (7.405ms),52130 (4%),78702 (3%),526 (12%),24 (~0%),0 (~0%),1,1,1,20,1,1,1,off,off,off,1,1,1
06min 33sec,1682141 (6.729ms),66948 (5%),70368 (2%),546 (12%),340 (4%),0 (~0%),1,1,1,1,10,1,1,off,off,off,1,1,1
06min 08sec,1080061 (4.616ms),68967 (5%),53198 (2%),256 (5%),107 (1%),128 (13%),1,1,1,1,1,20,1,off,off,off,1,1,1
06min 28sec,1087212 (4.646ms),39773 (3%),41759 (1%),526 (12%),82 (1%),0 (~0%),1,1,1,1,1,1,16,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,1,1,off,flatten,off,1,1,1
05min 59sec,1829659 (7.319ms),37881 (3%),35082 (1%),830 (19%),39 (~0%),0 (~0%),4,1,1,1,1,1,1,off,off,off,1,1,1
04min 31sec,1857828 (7.431ms),39832 (3%),40973 (1%),526 (12%),35 (~0%),0 (~0%),1,8,1,1,1,1,1,off,off,off,1,1,1
05min 05sec,1825662 (7.303ms),37697 (3%),35647 (1%),526 (12%),42 (~0%),0 (~0%),1,1,8,1,1,1,1,off,off,off,1,1,1
05min 18sec,1858228 (7.433ms),37756 (3%),39179 (1%),526 (12%),35 (~0%),0 (~0%),1,1,1,8,1,1,1,off,off,off,1,1,1
05min 27sec,1686012 (6.744ms),45005 (3%),46180 (1%),526 (12%),178 (2%),0 (~0%),1,1,1,1,8,1,1,off,off,off,1,1,1
06min 47sec,1136812 (4.547ms),41077 (3%),37849 (1%),1294 (29%),48 (~0%),0 (~0%),1,1,1,1,1,8,1,off,off,off,1,1,1
05min 01sec,1135212 (4.541ms),35731 (3%),35860 (1%),526 (12%),46 (~0%),0 (~0%),1,1,1,1,1,1,8,off,off,off,1,1,1
05min 35sec,1823611 (7.294ms),36619 (3%),34247 (1%),834 (19%),40 (~0%),0 (~0%),5,1,1,1,1,1,1,off,off,off,1,1,1
08min 35sec,1908972 (7.76ms),96490 (8%),235771 (9%),526 (12%),24 (~0%),0 (~0%),1,10,1,1,1,1,1,off,off,off,1,1,1
04min 59sec,1826392 (7.805ms),33857 (2%),32259 (1%),536 (12%),24 (~0%),0 (~0%),1,1,5,1,1,1,1,off,off,off,1,1,1
06min 33sec,1890382 (7.562ms),39178 (3%),49438 (2%),526 (12%),35 (~0%),0 (~0%),1,1,1,16,1,1,1,off,off,off,1,1,1
05min 10sec,1672541 (6.69ms),101727 (8%),108222 (4%),1070 (24%),670 (9%),0 (~0%),1,1,1,1,25,1,1,off,off,off,1,1,1
08min 06sec,1072363 (4.583ms),110055 (9%),58561 (2%),270 (6%),137 (2%),128 (13%),1,1,1,1,1,25,1,off,off,off,1,1,1
04min 48sec,1116412 (4.771ms),37430 (3%),38258 (1%),526 (12%),46 (~0%),0 (~0%),1,1,1,1,1,1,10,off,off,off,1,1,1
04min 21sec,1843049 (7.372ms),35880 (3%),31810 (1%),866 (20%),39 (~0%),0 (~0%),20,1,1,1,1,1,1,off,off,off,1,1,1
06min 30sec,2002412 (8.01ms),58635 (4%),175395 (7%),526 (12%),24 (~0%),0 (~0%),1,5,1,1,1,1,1,off,off,off,1,1,1
06min 21sec,1825782 (7.303ms),35556 (3%),33118 (1%),526 (12%),30 (~0%),0 (~0%),1,1,4,1,1,1,1,off,off,off,1,1,1
06min 10sec,1908972 (7.76ms),94625 (8%),233790 (9%),526 (12%),24 (~0%),0 (~0%),1,1,1,10,1,1,1,off,off,off,1,1,1
05min 00sec,1674141 (6.697ms),89546 (7%),94253 (3%),882 (20%),560 (8%),0 (~0%),1,1,1,1,20,1,1,off,off,off,1,1,1
05min 28sec,1116561 (4.772ms),48452 (4%),40641 (1%),248 (5%),55 (~0%),64 (6%),1,1,1,1,1,10,1,off,off,off,1,1,1
05min 07sec,1194012 (5.103ms),35169 (2%),33433 (1%),526 (12%),24 (~0%),0 (~0%),1,1,1,1,1,1,5,off,off,off,1,1,1
07min 47sec,1828575 (7.314ms),37758 (3%),35068 (1%),830 (19%),39 (~0%),0 (~0%),2,1,1,1,1,1,1,off,off,off,1,1,1
04min 51sec,1826409 (7.306ms),35837 (3%),31420 (1%),794 (18%),40 (~0%),0 (~0%),10,1,1,1,1,1,1,off,off,off,1,1,1
04min 07sec,1838029 (7.352ms),36647 (3%),34343 (1%),786 (18%),40 (~0%),24 (2%),25,1,1,1,1,1,1,off,off,off,1,1,1
07min 07sec,2005712 (8.023ms),41898 (3%),64435 (2%),526 (12%),24 (~0%),0 (~0%),1,4,1,1,1,1,1,off,off,off,1,1,1
03min 38sec,1825990 (7.304ms),61089 (5%),51237 (2%),526 (12%),109 (1%),0 (~0%),1,1,25,1,1,1,1,off,off,off,1,1,1
05min 47sec,2002412 (8.01ms),56693 (4%),173609 (7%),526 (12%),24 (~0%),0 (~0%),1,1,1,5,1,1,1,off,off,off,1,1,1
04min 40sec,1846812 (7.892ms),35093 (2%),36201 (1%),546 (12%),24 (~0%),0 (~0%),1,1,1,1,5,1,1,off,off,off,1,1,1
05min 23sec,1070012 (4.573ms),57143 (4%),50368 (2%),782 (18%),112 (1%),0 (~0%),1,1,1,1,1,1,25,off,off,off,1,1,1
60min 00sec,,,,,,,400,1,1,1,1,1,1,off,off,off,1,1,1
05min 43sec,1854450 (7.418ms),79450 (6%),168122 (7%),526 (12%),24 (~0%),0 (~0%),1,25,1,1,1,1,1,off,off,off,1,1,1
05min 48sec,1825692 (7.303ms),51532 (4%),52534 (2%),512 (11%),94 (1%),0 (~0%),1,1,20,1,1,1,1,off,off,off,1,1,1
06min 50sec,2005712 (8.023ms),39975 (3%),62648 (2%),526 (12%),24 (~0%),0 (~0%),1,1,1,4,1,1,1,off,off,off,1,1,1
05min 52sec,1706082 (6.824ms),39090 (3%),37688 (1%),526 (12%),90 (1%),0 (~0%),1,1,1,1,4,1,1,off,off,off,1,1,1
05min 04sec,1194764 (5.106ms),39890 (3%),35046 (1%),1304 (30%),29 (~0%),0 (~0%),1,1,1,1,1,5,1,off,off,off,1,1,1
06min 24sec,1233212 (4.933ms),34319 (2%),32726 (1%),526 (12%),24 (~0%),0 (~0%),1,1,1,1,1,1,4,off,off,off,1,1,1
05min 03sec,1826136 (7.305ms),35660 (3%),33343 (1%),526 (12%),24 (~0%),0 (~0%),1,400,1,1,1,1,1,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,400,1,1,1,1,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,400,1,1,1,off,off,off,1,1,1
11min 13sec,1657103 (6.628ms),767837 (64%),1001718 (42%),1070 (24%),8800 (128%),0 (~0%),1,1,1,1,400,1,1,off,off,off,1,1,1
05min 50sec,1233282 (4.933ms),36463 (3%),33491 (1%),782 (18%),26 (~0%),0 (~0%),1,1,1,1,1,4,1,off,off,off,1,1,1
12min 28sec,1036856 (4.713ms),204385 (17%),485202 (20%),1070 (24%),3239 (47%),0 (~0%),1,1,1,1,1,1,400,off,off,off,1,1,1
04min 54sec,1826409 (7.306ms),35837 (3%),31420 (1%),794 (18%),40 (~0%),0 (~0%),10,1,1,1,1,1,1,off,off,off,1,1,1
05min 57sec,2185012 (8.74ms),42784 (3%),53718 (2%),526 (12%),24 (~0%),0 (~0%),1,2,1,1,1,1,1,off,off,off,1,1,1
05min 06sec,1825882 (7.304ms),33750 (2%),31951 (1%),526 (12%),24 (~0%),0 (~0%),1,1,2,1,1,1,1,off,off,off,1,1,1
05min 32sec,2185012 (8.74ms),40829 (3%),51930 (2%),526 (12%),24 (~0%),0 (~0%),1,1,1,2,1,1,1,off,off,off,1,1,1
06min 49sec,1746082 (6.984ms),35208 (2%),34501 (1%),526 (12%),46 (~0%),0 (~0%),1,1,1,1,2,1,1,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,400,1,off,off,off,1,1,1
04min 54sec,1430412 (5.722ms),33747 (2%),32274 (1%),526 (12%),24 (~0%),0 (~0%),1,1,1,1,1,1,2,off,off,off,1,1,1
06min 32sec,2002412 (8.01ms),58635 (4%),175395 (7%),526 (12%),24 (~0%),0 (~0%),1,5,1,1,1,1,1,off,off,off,1,1,1
04min 34sec,1826392 (7.805ms),33857 (2%),32259 (1%),536 (12%),24 (~0%),0 (~0%),1,1,5,1,1,1,1,off,off,off,1,1,1
05min 57sec,2002412 (8.01ms),56693 (4%),173609 (7%),526 (12%),24 (~0%),0 (~0%),1,1,1,5,1,1,1,off,off,off,1,1,1
04min 44sec,1846812 (7.892ms),35093 (2%),36201 (1%),546 (12%),24 (~0%),0 (~0%),1,1,1,1,5,1,1,off,off,off,1,1,1
05min 18sec,1430482 (5.722ms),33925 (2%),32018 (1%),526 (12%),26 (~0%),0 (~0%),1,1,1,1,1,2,1,off,off,off,1,1,1
06min 28sec,2002412 (8.01ms),58635 (4%),175395 (7%),526 (12%),24 (~0%),0 (~0%),1,5,1,1,1,1,1,off,off,off,1,1,1
05min 13sec,1825812 (7.303ms),40897 (3%),43650 (1%),504 (11%),64 (~0%),0 (~0%),1,1,10,1,1,1,1,off,off,off,1,1,1
05min 42sec,2002412 (8.01ms),56693 (4%),173609 (7%),526 (12%),24 (~0%),0 (~0%),1,1,1,5,1,1,1,off,off,off,1,1,1
04min 35sec,1846812 (7.892ms),35093 (2%),36201 (1%),546 (12%),24 (~0%),0 (~0%),1,1,1,1,5,1,1,off,off,off,1,1,1
04min 23sec,1857828 (7.431ms),39832 (3%),40973 (1%),526 (12%),35 (~0%),0 (~0%),1,8,1,1,1,1,1,off,off,off,1,1,1
05min 06sec,1825662 (7.303ms),37697 (3%),35647 (1%),526 (12%),42 (~0%),0 (~0%),1,1,8,1,1,1,1,off,off,off,1,1,1
04min 34sec,1846812 (7.892ms),35093 (2%),36201 (1%),546 (12%),24 (~0%),0 (~0%),1,1,1,1,5,1,1,off,off,off,1,1,1
05min 06sec,1135212 (4.541ms),35731 (3%),35860 (1%),526 (12%),46 (~0%),0 (~0%),1,1,1,1,1,1,8,off,off,off,1,1,1
04min 56sec,1826409 (7.306ms),35837 (3%),31420 (1%),794 (18%),40 (~0%),0 (~0%),10,1,1,1,1,1,1,off,off,off,1,1,1
06min 40sec,2002412 (8.01ms),58635 (4%),175395 (7%),526 (12%),24 (~0%),0 (~0%),1,5,1,1,1,1,1,off,off,off,1,1,1
04min 29sec,1826392 (7.805ms),33857 (2%),32259 (1%),536 (12%),24 (~0%),0 (~0%),1,1,5,1,1,1,1,off,off,off,1,1,1
04min 47sec,1846812 (7.892ms),35093 (2%),36201 (1%),546 (12%),24 (~0%),0 (~0%),1,1,1,1,5,1,1,off,off,off,1,1,1
04min 52sec,1826409 (7.306ms),35837 (3%),31420 (1%),794 (18%),40 (~0%),0 (~0%),10,1,1,1,1,1,1,off,off,off,1,1,1
04min 25sec,1826392 (7.805ms),33857 (2%),32259 (1%),536 (12%),24 (~0%),0 (~0%),1,1,5,1,1,1,1,off,off,off,1,1,1
05min 17sec,1825812 (7.303ms),40897 (3%),43650 (1%),504 (11%),64 (~0%),0 (~0%),1,1,10,1,1,1,1,off,off,off,1,1,1
05min 52sec,2002412 (8.01ms),56693 (4%),173609 (7%),526 (12%),24 (~0%),0 (~0%),1,1,1,5,1,1,1,off,off,off,1,1,1
04min 27sec,1857828 (7.431ms),39832 (3%),40973 (1%),526 (12%),35 (~0%),0 (~0%),1,8,1,1,1,1,1,off,off,off,1,1,1
04min 27sec,1826392 (7.805ms),33857 (2%),32259 (1%),536 (12%),24 (~0%),0 (~0%),1,1,5,1,1,1,1,off,off,off,1,1,1
04min 38sec,1846812 (7.892ms),35093 (2%),36201 (1%),546 (12%),24 (~0%),0 (~0%),1,1,1,1,5,1,1,off,off,off,1,1,1
04min 45sec,1826409 (7.306ms),35837 (3%),31420 (1%),794 (18%),40 (~0%),0 (~0%),10,1,1,1,1,1,1,off,off,off,1,1,1
05min 01sec,1825662 (7.303ms),37697 (3%),35647 (1%),526 (12%),42 (~0%),0 (~0%),1,1,8,1,1,1,1,off,off,off,1,1,1
04min 30sec,1846812 (7.892ms),35093 (2%),36201 (1%),546 (12%),24 (~0%),0 (~0%),1,1,1,1,5,1,1,off,off,off,1,1,1
05min 01sec,1194012 (5.103ms),35169 (2%),33433 (1%),526 (12%),24 (~0%),0 (~0%),1,1,1,1,1,1,5,off,off,off,1,1,1
06min 26sec,2002412 (8.01ms),58635 (4%),175395 (7%),526 (12%),24 (~0%),0 (~0%),1,5,1,1,1,1,1,off,off,off,1,1,1
04min 24sec,1826392 (7.805ms),33857 (2%),32259 (1%),536 (12%),24 (~0%),0 (~0%),1,1,5,1,1,1,1,off,off,off,1,1,1
06min 11sec,1908972 (7.76ms),94625 (8%),233790 (9%),526 (12%),24 (~0%),0 (~0%),1,1,1,10,1,1,1,off,off,off,1,1,1
05min 02sec,1826012 (7.304ms),33550 (2%),31631 (1%),526 (12%),24 (~0%),0 (~0%),1,1,1,1,1,1,1,off,off,off,1,1,1
06min 07sec,1854450 (7.418ms),79450 (6%),168122 (7%),526 (12%),24 (~0%),0 (~0%),1,25,1,1,1,1,1,off,off,off,1,1,1
05min 00sec,1363650 (5.828ms),57209 (4%),52295 (2%),1198 (27%),134 (1%),0 (~0%),16,1,1,1,1,1,25,off,off,off,1,1,1
40min 00sec,,,,,,,1,1,1,25,1,1,25,off,off,off,1,1,1
09min 20sec,1363039 (5.825ms),55556 (4%),52149 (2%),1202 (27%),135 (1%),0 (~0%),25,1,1,1,1,1,25,off,off,off,1,1,1
10min 35sec,1171623 (5.007ms),58653 (4%),52652 (2%),784 (18%),123 (1%),0 (~0%),1,25,1,1,1,1,25,off,off,off,1,1,1
05min 10sec,920012 (3.932ms),78390 (6%),77234 (3%),782 (18%),354 (5%),0 (~0%),1,1,1,1,16,1,25,off,off,off,1,1,1
40min 00sec,,,,,,,25,1,1,1,16,1,25,off,off,off,1,1,1
40min 00sec,,,,,,,1,1,1,16,16,1,25,off,off,off,1,1,1
40min 00sec,,,,,,,20,1,1,1,16,1,25,off,off,off,1,1,1
35min 15sec,901332 (3.852ms),616783 (52%),596874 (25%),1294 (29%),5636 (82%),0 (~0%),16,1,1,1,16,1,25,off,off,off,1,1,1
04min 43sec,1069980 (4.573ms),71193 (6%),63605 (2%),782 (18%),173 (2%),0 (~0%),1,1,25,1,1,1,25,off,off,off,1,1,1
04min 19sec,1021623 (4.366ms),79900 (6%),79518 (3%),784 (18%),365 (5%),0 (~0%),1,25,1,1,16,1,25,off,off,off,1,1,1
17min 15sec,1561801 (6.674ms),415824 (35%),419774 (17%),866 (20%),3539 (51%),0 (~0%),10,1,1,1,16,1,25,off,off,off,1,1,1
05min 00sec,916166 (3.915ms),112772 (9%),121938 (5%),1070 (24%),670 (9%),0 (~0%),1,1,16,1,25,1,25,off,off,off,1,1,1
34min 00sec,900862 (3.85ms),881679 (74%),920087 (38%),1070 (24%),8922 (130%),0 (~0%),16,1,16,1,25,1,25,off,off,off,1,1,1
35min 39sec,115283 (0.495ms),282938 (23%),245730 (10%),1294 (29%),629 (9%),0 (~0%),1,16,1,1,16,16,25,off,off,off,1,1,1
40min 00sec,,,,,,,1,16,1,16,16,16,25,off,off,off,1,1,1
40min 00sec,,,,,,,1,16,1,1,25,16,25,off,off,off,1,1,1
40min 00sec,,,,,,,10,16,16,1,16,16,25,off,off,off,1,1,1
04min 41sec,1826012 (7.304ms),33550 (2%),31631 (1%),526 (12%),24 (~0%),0 (~0%),1,1,1,1,1,1,1,off,off,off,1,1,1
04min 02sec,1838029 (7.352ms),36647 (3%),34343 (1%),786 (18%),40 (~0%),24 (2%),25,1,1,1,1,1,1,off,off,off,1,1,1
04min 57sec,920012 (3.932ms),78390 (6%),77234 (3%),782 (18%),354 (5%),0 (~0%),1,1,1,1,16,1,25,off,off,off,1,1,1
04min 36sec,916541 (3.917ms),111468 (9%),118564 (5%),1070 (24%),670 (9%),0 (~0%),1,1,1,1,25,1,25,off,off,off,1,1,1
30min 10sec,901237 (3.851ms),880375 (74%),916713 (38%),1070 (24%),8922 (130%),0 (~0%),16,1,1,1,25,1,25,off,off,off,1,1,1
04min 26sec,916166 (3.915ms),112772 (9%),121938 (5%),1070 (24%),670 (9%),0 (~0%),1,1,16,1,25,1,25,off,off,off,1,1,1
03min 59sec,1009524 (4.314ms),117945 (9%),128479 (5%),1070 (24%),696 (10%),0 (~0%),1,16,16,1,25,1,25,off,off,off,1,1,1
03min 55sec,1009899 (4.316ms),113796 (9%),122978 (5%),1072 (24%),696 (10%),0 (~0%),1,16,1,1,25,1,25,off,off,off,1,1,1
03min 53sec,984996 (4.209ms),113848 (9%),123052 (5%),1072 (24%),696 (10%),0 (~0%),1,10,1,1,25,1,25,off,off,off,1,1,1
03min 47sec,984996 (4.209ms),113848 (9%),123052 (5%),1072 (24%),696 (10%),0 (~0%),1,10,1,1,25,1,25,off,off,off,1,1,1
04min 03sec,976664 (4.174ms),113832 (9%),123033 (5%),1072 (24%),696 (10%),0 (~0%),1,8,1,1,25,1,25,off,off,off,1,1,1
03min 55sec,976664 (4.174ms),113832 (9%),123033 (5%),1072 (24%),696 (10%),0 (~0%),1,8,1,1,25,1,25,off,off,off,1,1,1
04min 01sec,916109 (3.915ms),115228 (9%),125814 (5%),1070 (24%),686 (10%),0 (~0%),1,1,25,1,25,1,25,off,off,off,1,1,1
04min 02sec,916109 (3.915ms),115228 (9%),125814 (5%),1070 (24%),686 (10%),0 (~0%),1,1,25,1,25,1,25,off,off,off,1,1,1
10min 45sec,901637 (3.853ms),463659 (39%),478648 (20%),1070 (24%),4522 (66%),0 (~0%),8,1,1,1,25,1,25,off,off,off,1,1,1
40min 00sec,,,,,,,1,1,400,1,25,1,25,off,off,off,1,1,1
34min 54sec,901332 (3.852ms),616783 (52%),596874 (25%),1294 (29%),5636 (82%),0 (~0%),16,1,1,1,16,1,25,off,off,off,1,1,1
40min 00sec,,,,,,,1,1,1,1,25,25,25,off,off,off,1,1,1
32min 44sec,945840 (4.042ms),884259 (74%),925693 (39%),1072 (24%),8948 (130%),0 (~0%),16,4,1,1,25,1,25,off,off,off,1,1,1
11min 33sec,901957 (3.855ms),328116 (27%),319698 (13%),270 (6%),2820 (41%),128 (13%),8,1,1,1,16,1,25,off,off,off,1,1,1
11min 38sec,901957 (3.855ms),328116 (27%),319698 (13%),270 (6%),2820 (41%),128 (13%),8,1,1,1,16,1,25,off,off,off,1,1,1
35min 49sec,913010 (3.918ms),617789 (52%),688660 (29%),1072 (24%),4548 (66%),0 (~0%),8,8,1,16,25,1,25,off,off,off,1,1,1
10min 13sec,901637 (3.853ms),463659 (39%),478648 (20%),1070 (24%),4522 (66%),0 (~0%),8,1,1,1,25,1,25,off,off,off,1,1,1
28min 11sec,866993 (3.721ms),366525 (31%),374073 (15%),1070 (24%),1124 (16%),0 (~0%),1,1,1,16,25,1,25,off,off,off,1,1,1
29min 56sec,935846 (4.017ms),365809 (30%),372683 (15%),1072 (24%),1118 (16%),0 (~0%),1,10,1,16,25,1,25,off,off,off,1,1,1
32min 17sec,852489 (3.659ms),618141 (52%),688577 (29%),1070 (24%),4522 (66%),0 (~0%),8,1,1,16,25,1,25,off,off,off,1,1,1
09min 17sec,177341 (0.764ms),179563 (15%),136905 (5%),1070 (24%),671 (9%),0 (~0%),1,1,1,1,25,16,25,off,off,off,1,1,1
27min 20sec,162437 (0.7ms),882503 (74%),922291 (39%),1070 (24%),8921 (130%),0 (~0%),16,1,1,1,25,16,25,off,off,off,1,1,1
09min 49sec,162837 (0.702ms),470652 (39%),484223 (20%),1070 (24%),4521 (66%),0 (~0%),8,1,1,1,25,16,25,off,off,off,1,1,1
34min 23sec,120237 (0.518ms),582914 (49%),527833 (22%),1070 (24%),4525 (66%),0 (~0%),8,4,1,1,25,16,25,off,off,off,1,1,1
24min 02sec,922363 (3.942ms),201538 (17%),103234 (4%),1294 (29%),379 (5%),0 (~0%),1,1,1,1,16,25,1,off,off,off,1,1,1
40min 00sec,,,,,,,1,1,1,1,25,25,1,off,off,off,1,1,1
23min 50sec,986365 (4.215ms),207147 (17%),121055 (5%),1294 (29%),390 (5%),0 (~0%),1,1,1,16,16,25,1,off,off,off,1,1,1
05min 20sec,991191 (4.425ms),93132 (7%),104697 (4%),1422 (32%),480 (7%),0 (~0%),8,1,1,16,16,25,1,off,off,off,1,1,1
23min 46sec,921988 (3.94ms),205124 (17%),107695 (4%),1294 (29%),379 (5%),0 (~0%),1,1,16,1,16,25,1,off,off,off,1,1,1
23min 45sec,183188 (0.79ms),205922 (17%),112650 (4%),1294 (29%),379 (5%),0 (~0%),1,1,16,1,16,25,16,off,off,off,1,1,1
24min 21sec,188518 (0.806ms),217067 (18%),136421 (5%),1294 (29%),459 (6%),0 (~0%),1,1,16,16,16,25,16,off,off,off,1,1,1
05min 12sec,186750 (0.805ms),97165 (8%),99619 (4%),1678 (38%),486 (7%),0 (~0%),8,1,16,1,16,25,16,off,off,off,1,1,1
04min 20sec,612610 (2.641ms),111387 (9%),121241 (5%),1732 (40%),681 (9%),0 (~0%),8,1,16,1,25,25,16,off,off,off,1,1,1
05min 36sec,193344 (0.863ms),108154 (9%),123393 (5%),1678 (38%),567 (8%),0 (~0%),8,1,16,16,16,25,16,off,off,off,1,1,1
06min 22sec,366650 (1.58ms),106061 (8%),122505 (5%),1678 (38%),486 (7%),0 (~0%),8,4,16,1,16,25,16,off,off,off,1,1,1
