compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L6,__PIPE__L0,__PIPE__L1,__PIPE__L2,__PIPE__L5,__TILE__L0,__TILE__L1,__TILE__L2
05min 50sec,3702368 (14.809ms),147967 (12%),88693 (3%),268 (6%),86 (1%),0 (~0%),1,25,1,1,1,1,off,off,off,off,1,1,1
03min 44sec,3541441 (14.166ms),15163 (1%),12594 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,16,1,1,1,off,off,off,off,1,1,1
04min 05sec,3524881 (15.128ms),52818 (4%),35427 (1%),186 (4%),32 (~0%),0 (~0%),1,1,1,20,1,1,off,off,off,off,1,1,1
03min 48sec,3534304 (14.137ms),27354 (2%),22781 (~0%),154 (3%),59 (~0%),0 (~0%),1,1,1,1,16,1,off,off,off,off,1,1,1
04min 23sec,687180 (2.949ms),78332 (6%),61496 (2%),122 (2%),71 (1%),0 (~0%),1,1,1,1,1,20,off,off,off,off,1,1,1
11min 20sec,3498548 (13.994ms),280090 (23%),278270 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,1,1,1,flatten,off,off,off,1,1,1
03min 34sec,3534225 (14.137ms),85390 (7%),83644 (3%),282 (6%),251 (3%),0 (~0%),1,1,1,1,1,1,off,flatten,off,off,1,1,1
04min 13sec,3626833 (14.507ms),23207 (1%),34084 (1%),154 (3%),14 (~0%),0 (~0%),2,1,1,1,1,1,off,off,off,off,1,1,1
05min 11sec,3591053 (14.364ms),22396 (1%),44802 (1%),154 (3%),14 (~0%),0 (~0%),4,1,1,1,1,1,off,off,off,off,1,1,1
05min 53sec,3702348 (14.809ms),121935 (10%),74599 (3%),258 (5%),71 (1%),0 (~0%),1,20,1,1,1,1,off,off,off,off,1,1,1
11min 52sec,3541521 (14.166ms),15193 (1%),12600 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,10,1,1,1,off,off,off,off,1,1,1
04min 35sec,3526481 (15.07ms),29727 (2%),20308 (~0%),250 (5%),20 (~0%),0 (~0%),1,1,1,10,1,1,off,off,off,off,1,1,1
04min 31sec,3624037 (14.496ms),41280 (3%),41757 (1%),162 (3%),162 (2%),0 (~0%),1,1,1,1,10,1,off,off,off,off,1,1,1
03min 55sec,815183 (3.484ms),46368 (3%),39817 (1%),282 (6%),28 (~0%),0 (~0%),1,1,1,1,1,10,off,off,off,off,1,1,1
07min 10sec,3590393 (14.362ms),39070 (3%),155759 (6%),154 (3%),14 (~0%),0 (~0%),5,1,1,1,1,1,off,off,off,off,1,1,1
04min 22sec,3571705 (14.46ms),76944 (6%),216008 (9%),154 (3%),14 (~0%),0 (~0%),10,1,1,1,1,1,off,off,off,off,1,1,1
06min 46sec,3703628 (14.815ms),38576 (3%),29485 (1%),226 (5%),23 (~0%),0 (~0%),1,4,1,1,1,1,off,off,off,off,1,1,1
05min 08sec,3702548 (14.81ms),69555 (5%),46410 (1%),238 (5%),42 (~0%),0 (~0%),1,10,1,1,1,1,off,off,off,off,1,1,1
03min 55sec,3541441 (14.166ms),15162 (1%),12594 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,4,1,1,1,off,off,off,off,1,1,1
03min 10sec,3541441 (14.166ms),15164 (1%),12594 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,8,1,1,1,off,off,off,off,1,1,1
03min 42sec,3525201 (14.101ms),17812 (1%),13705 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,1,1,1
03min 09sec,3534441 (14.138ms),19844 (1%),17020 (~0%),154 (3%),35 (~0%),0 (~0%),1,1,1,1,8,1,off,off,off,off,1,1,1
03min 49sec,3560069 (14.24ms),33996 (2%),60857 (2%),154 (3%),14 (~0%),0 (~0%),20,1,1,1,1,1,off,off,off,off,1,1,1
03min 47sec,3703270 (14.813ms),43638 (3%),32318 (1%),228 (5%),28 (~0%),0 (~0%),1,5,1,1,1,1,off,off,off,off,1,1,1
06min 17sec,3541521 (14.166ms),15216 (1%),12600 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,5,1,1,1,off,off,off,off,1,1,1
05min 17sec,3524481 (15.127ms),72115 (6%),36502 (1%),186 (4%),35 (~0%),0 (~0%),1,1,1,25,1,1,off,off,off,off,1,1,1
03min 50sec,3541469 (15.134ms),16520 (1%),13987 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,1,5,1,off,off,off,off,1,1,1
03min 20sec,1103180 (4.714ms),36379 (3%),34694 (1%),202 (4%),29 (~0%),0 (~0%),1,1,1,1,1,5,off,off,off,off,1,1,1
11min 58sec,72560 (0.29ms),256107 (21%),236457 (10%),122 (2%),550 (8%),0 (~0%),1,1,1,1,1,1,off,off,off,flatten,1,1,1
03min 39sec,3542397 (14.17ms),16302 (1%),13664 (~0%),154 (3%),14 (~0%),0 (~0%),80,1,1,1,1,1,off,off,off,off,1,1,1
09min 53sec,3702539 (14.81ms),266657 (22%),197336 (8%),418 (9%),311 (4%),0 (~0%),1,100,1,1,1,1,off,off,off,off,1,1,1
03min 13sec,3541521 (14.166ms),15191 (1%),12598 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,20,1,1,1,off,off,off,off,1,1,1
03min 59sec,3530081 (15.086ms),22230 (1%),15002 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,5,1,1,off,off,off,off,1,1,1
04min 18sec,3535441 (14.142ms),17562 (1%),14491 (~0%),154 (3%),23 (~0%),0 (~0%),1,1,1,1,4,1,off,off,off,off,1,1,1
04min 07sec,655180 (2.812ms),90757 (7%),69094 (2%),122 (2%),82 (1%),0 (~0%),1,1,1,1,1,25,off,off,off,off,1,1,1
03min 36sec,3559379 (14.238ms),22816 (1%),31253 (1%),154 (3%),17 (~0%),0 (~0%),16,1,1,1,1,1,off,off,off,off,1,1,1
06min 43sec,3705588 (14.822ms),28170 (2%),23852 (1%),222 (5%),17 (~0%),0 (~0%),1,2,1,1,1,1,off,off,off,off,1,1,1
03min 35sec,3541441 (14.166ms),15031 (1%),12550 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,80,1,1,1,off,off,off,off,1,1,1
11min 55sec,3498548 (13.994ms),280090 (23%),278270 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,100,1,1,off,off,off,off,1,1,1
03min 19sec,3624037 (14.496ms),54373 (4%),51000 (2%),162 (3%),192 (2%),0 (~0%),1,1,1,1,20,1,off,off,off,off,1,1,1
04min 18sec,1224641 (4.899ms),20793 (1%),15350 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,1,1,4,off,off,off,off,1,1,1
05min 15sec,3541441 (14.166ms),15161 (1%),12594 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,2,1,1,1,off,off,off,off,1,1,1
04min 15sec,3521921 (14.088ms),15303 (1%),12682 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,2,1,1,off,off,off,off,1,1,1
03min 32sec,3534225 (14.137ms),85390 (7%),83644 (3%),282 (6%),251 (3%),0 (~0%),1,1,1,1,80,1,off,off,off,off,1,1,1
11min 31sec,72560 (0.29ms),256107 (21%),236457 (10%),122 (2%),550 (8%),0 (~0%),1,1,1,1,1,100,off,off,off,off,1,1,1
11min 46sec,539920 (2.317ms),245023 (20%),242556 (10%),122 (2%),908 (13%),0 (~0%),1,1,1,1,1,1,off,off,flatten,off,1,1,1
03min 49sec,3705192 (14.821ms),37042 (3%),29776 (1%),224 (5%),23 (~0%),0 (~0%),1,3,1,1,1,1,off,off,off,off,1,1,1
04min 00sec,3703874 (14.815ms),53031 (4%),38470 (1%),230 (5%),32 (~0%),0 (~0%),1,6,1,1,1,1,off,off,off,off,1,1,1
03min 14sec,3537441 (14.15ms),15801 (1%),13773 (~0%),154 (3%),17 (~0%),0 (~0%),1,1,1,1,2,1,off,off,off,off,1,1,1
04min 10sec,1979841 (7.919ms),17303 (1%),13570 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,1,1,2,off,off,off,off,1,1,1
04min 08sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
04min 09sec,3703612 (14.814ms),63278 (5%),44090 (1%),234 (5%),38 (~0%),0 (~0%),1,8,1,1,1,1,off,off,off,off,1,1,1
03min 20sec,3537905 (14.152ms),20947 (1%),19464 (~0%),154 (3%),29 (~0%),0 (~0%),1,1,1,1,6,1,off,off,off,off,1,1,1
04min 30sec,     ?,75243 (6%),278421 (11%),154 (3%),14 (~0%),0 (~0%),7,1,1,1,1,1,off,off,off,off,1,1,1
04min 46sec,3703272 (14.813ms),99544 (8%),63354 (2%),264 (6%),59 (~0%),0 (~0%),1,15,1,1,1,1,off,off,off,off,1,1,1
04min 06sec,3548505 (15.295ms),17824 (1%),14906 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,1,7,1,off,off,off,off,1,1,1
05min 28sec,     ?,26725 (2%),77155 (3%),154 (3%),14 (~0%),0 (~0%),3,1,1,1,1,1,off,off,off,off,1,1,1
05min 53sec,3573552 (14.294ms),87795 (7%),339380 (14%),154 (3%),14 (~0%),0 (~0%),9,1,1,1,1,1,off,off,off,off,1,1,1
06min 02sec,3703552 (14.814ms),67834 (5%),46700 (1%),236 (5%),42 (~0%),0 (~0%),1,9,1,1,1,1,off,off,off,off,1,1,1
05min 08sec,3628637 (14.515ms),42276 (3%),76534 (3%),158 (3%),159 (2%),0 (~0%),1,1,1,1,9,1,off,off,off,off,1,1,1
04min 04sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
04min 23sec,3703432 (14.814ms),78394 (6%),52338 (2%),240 (5%),48 (~0%),0 (~0%),1,11,1,1,1,1,off,off,off,off,1,1,1
03min 25sec,3628037 (14.512ms),44812 (3%),78135 (3%),166 (3%),165 (2%),0 (~0%),1,1,1,1,11,1,off,off,off,off,1,1,1
04min 09sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
04min 30sec,3703362 (14.813ms),84392 (7%),55381 (2%),242 (5%),50 (~0%),0 (~0%),1,12,1,1,1,1,off,off,off,off,1,1,1
03min 16sec,3456500 (13.826ms),16188 (1%),13130 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,6,1,1,1,off,off,off,off,1,1,1
03min 25sec,3628437 (14.514ms),45679 (3%),78920 (3%),170 (3%),168 (2%),0 (~0%),1,1,1,1,12,1,off,off,off,off,1,1,1
04min 12sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
04min 38sec,3703312 (14.813ms),89055 (7%),57710 (2%),260 (6%),53 (~0%),0 (~0%),1,13,1,1,1,1,off,off,off,off,1,1,1
03min 16sec,3415624 (13.662ms),16188 (1%),13131 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,7,1,1,1,off,off,off,off,1,1,1
11min 23sec,3527120 (15.138ms),228597 (19%),240632 (10%),122 (2%),104 (1%),0 (~0%),1,1,1,75,1,1,off,off,off,off,1,1,1
03min 26sec,3627837 (14.511ms),47344 (4%),79726 (3%),174 (4%),171 (2%),0 (~0%),1,1,1,1,13,1,off,off,off,off,1,1,1
04min 02sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
03min 15sec,3415624 (13.662ms),16188 (1%),13131 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,7,1,1,1,off,off,off,off,1,1,1
03min 29sec,3628537 (14.514ms),47799 (4%),81610 (3%),170 (3%),174 (2%),0 (~0%),1,1,1,1,14,1,off,off,off,off,1,1,1
04min 58sec,3703332 (14.813ms),94678 (8%),61009 (2%),246 (5%),56 (~0%),0 (~0%),1,14,1,1,1,1,off,off,off,off,1,1,1
03min 29sec,3415624 (13.662ms),16188 (1%),13131 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,7,1,1,1,off,off,off,off,1,1,1
03min 29sec,3534881 (14.14ms),18073 (1%),13672 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,3,1,1,off,off,off,off,1,1,1
04min 07sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
04min 57sec,3703292 (14.813ms),105392 (8%),66658 (2%),250 (5%),62 (~0%),0 (~0%),1,16,1,1,1,1,off,off,off,off,1,1,1
11min 40sec,3532720 (15.227ms),225787 (19%),237583 (10%),122 (2%),92 (1%),0 (~0%),1,1,1,60,1,1,off,off,off,off,1,1,1
03min 29sec,3628037 (14.512ms),49708 (4%),81434 (3%),162 (3%),177 (2%),0 (~0%),1,1,1,1,15,1,off,off,off,off,1,1,1
04min 06sec,3703752 (14.815ms),58096 (4%),41281 (1%),232 (5%),36 (~0%),0 (~0%),1,7,1,1,1,1,off,off,off,off,1,1,1
05min 10sec,3703252 (14.813ms),115277 (9%),71806 (3%),270 (6%),68 (~0%),0 (~0%),1,18,1,1,1,1,off,off,off,off,1,1,1
03min 16sec,3227594 (12.91ms),16165 (1%),13118 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,9,1,1,1,off,off,off,off,1,1,1
03min 35sec,3628237 (14.513ms),54381 (4%),85382 (3%),158 (3%),186 (2%),0 (~0%),1,1,1,1,18,1,off,off,off,off,1,1,1
05min 00sec,3703369 (14.813ms),110090 (9%),68999 (2%),268 (6%),65 (~0%),0 (~0%),1,17,1,1,1,1,off,off,off,off,1,1,1
03min 15sec,3456500 (13.826ms),16188 (1%),13130 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,6,1,1,1,off,off,off,off,1,1,1
12min 01sec,3517760 (15.163ms),223462 (18%),235363 (9%),122 (2%),62 (~0%),0 (~0%),1,1,1,50,1,1,off,off,off,off,1,1,1
03min 38sec,3628637 (14.515ms),55361 (4%),83370 (3%),156 (3%),183 (2%),0 (~0%),1,1,1,1,17,1,off,off,off,off,1,1,1
04min 06sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
05min 27sec,3703449 (14.814ms),130914 (11%),80274 (3%),276 (6%),77 (1%),0 (~0%),1,21,1,1,1,1,off,off,off,off,1,1,1
03min 13sec,3227594 (12.91ms),16165 (1%),13118 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,9,1,1,1,off,off,off,off,1,1,1
03min 34sec,3628237 (14.513ms),54381 (4%),85382 (3%),158 (3%),186 (2%),0 (~0%),1,1,1,1,18,1,off,off,off,off,1,1,1
04min 06sec,     ?,26725 (2%),77155 (3%),154 (3%),14 (~0%),0 (~0%),3,1,1,1,1,1,off,off,off,off,1,1,1
05min 18sec,3703272 (14.813ms),120984 (10%),75115 (3%),256 (5%),71 (1%),0 (~0%),1,19,1,1,1,1,off,off,off,off,1,1,1
05min 37sec,3703252 (14.813ms),136094 (11%),83081 (3%),278 (6%),80 (1%),0 (~0%),1,22,1,1,1,1,off,off,off,off,1,1,1
03min 38sec,3627937 (14.512ms),57533 (4%),84986 (3%),160 (3%),189 (2%),0 (~0%),1,1,1,1,19,1,off,off,off,off,1,1,1
04min 05sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
05min 49sec,3703286 (14.813ms),147045 (12%),89206 (3%),266 (6%),86 (1%),0 (~0%),1,24,1,1,1,1,off,off,off,off,1,1,1
03min 12sec,3227594 (12.91ms),16165 (1%),13118 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,9,1,1,1,off,off,off,off,1,1,1
03min 34sec,3628737 (14.515ms),60256 (5%),88827 (3%),166 (3%),198 (2%),0 (~0%),1,1,1,1,22,1,off,off,off,off,1,1,1
06min 11sec,3703949 (14.816ms),156993 (13%),94366 (3%),286 (6%),92 (1%),0 (~0%),1,26,1,1,1,1,off,off,off,off,1,1,1
03min 14sec,3415787 (13.663ms),16148 (1%),13116 (~0%),154 (3%),15 (~0%),0 (~0%),1,1,11,1,1,1,off,off,off,off,1,1,1
03min 42sec,3629137 (14.517ms),60143 (5%),86574 (3%),164 (3%),195 (2%),0 (~0%),1,1,1,1,21,1,off,off,off,off,1,1,1
06min 22sec,3703729 (14.815ms),162166 (13%),97191 (4%),288 (6%),95 (1%),0 (~0%),1,27,1,1,1,1,off,off,off,off,1,1,1
03min 14sec,3227594 (12.91ms),16189 (1%),13128 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,12,1,1,1,off,off,off,off,1,1,1
03min 48sec,3627937 (14.512ms),65424 (5%),89763 (3%),172 (3%),207 (3%),0 (~0%),1,1,1,1,25,1,off,off,off,off,1,1,1
05min 41sec,3703272 (14.813ms),141301 (11%),85899 (3%),280 (6%),83 (1%),0 (~0%),1,23,1,1,1,1,off,off,off,off,1,1,1
03min 13sec,3456500 (13.826ms),16187 (1%),13132 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,3,1,1,1,off,off,off,off,1,1,1
03min 32sec,3628137 (14.513ms),61900 (5%),88934 (3%),170 (3%),204 (2%),0 (~0%),1,1,1,1,24,1,off,off,off,off,1,1,1
04min 21sec,3703432 (14.814ms),78394 (6%),52338 (2%),240 (5%),48 (~0%),0 (~0%),1,11,1,1,1,1,off,off,off,off,1,1,1
03min 19sec,3227594 (12.91ms),16189 (1%),13128 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,12,1,1,1,off,off,off,off,1,1,1
11min 49sec,3517760 (15.163ms),223462 (18%),235363 (9%),122 (2%),62 (~0%),0 (~0%),1,1,1,50,1,1,off,off,off,off,1,1,1
03min 43sec,3628537 (14.514ms),62801 (5%),88173 (3%),168 (3%),201 (2%),0 (~0%),1,1,1,1,23,1,off,off,off,off,1,1,1
03min 11sec,3227594 (12.91ms),16165 (1%),13118 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,9,1,1,1,off,off,off,off,1,1,1
03min 41sec,3627537 (14.51ms),65359 (5%),92263 (3%),174 (4%),210 (3%),0 (~0%),1,1,1,1,26,1,off,off,off,off,1,1,1
04min 03sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
03min 06sec,3227594 (12.91ms),16189 (1%),13128 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,12,1,1,1,off,off,off,off,1,1,1
03min 46sec,3629637 (14.519ms),66387 (5%),94085 (3%),178 (4%),216 (3%),0 (~0%),1,1,1,1,28,1,off,off,off,off,1,1,1
04min 05sec,3703612 (14.814ms),63278 (5%),44090 (1%),234 (5%),38 (~0%),0 (~0%),1,8,1,1,1,1,off,off,off,off,1,1,1
03min 12sec,3415624 (13.662ms),16188 (1%),13131 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,7,1,1,1,off,off,off,off,1,1,1
03min 48sec,3629937 (14.52ms),67998 (5%),91461 (3%),176 (4%),213 (3%),0 (~0%),1,1,1,1,27,1,off,off,off,off,1,1,1
04min 11sec,     ?,26725 (2%),77155 (3%),154 (3%),14 (~0%),0 (~0%),3,1,1,1,1,1,off,off,off,off,1,1,1
04min 10sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
03min 18sec,3227594 (12.91ms),16189 (1%),13128 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,12,1,1,1,off,off,off,off,1,1,1
11min 27sec,3527120 (15.138ms),228597 (19%),240632 (10%),122 (2%),104 (1%),0 (~0%),1,1,1,75,1,1,off,off,off,off,1,1,1
03min 22sec,3534304 (14.137ms),27354 (2%),22781 (~0%),154 (3%),59 (~0%),0 (~0%),1,1,1,1,16,1,off,off,off,off,1,1,1
11min 29sec,72560 (0.29ms),256107 (21%),236457 (10%),122 (2%),550 (8%),0 (~0%),1,1,1,1,1,75,off,off,off,off,1,1,1
03min 17sec,3227594 (12.91ms),16189 (1%),13128 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,12,1,1,1,off,off,off,off,1,1,1
11min 45sec,623120 (2.686ms),229935 (19%),245118 (10%),122 (2%),134 (1%),0 (~0%),1,1,1,1,1,50,off,off,off,off,1,1,1
03min 58sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
03min 05sec,3227594 (12.91ms),16165 (1%),13118 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,9,1,1,1,off,off,off,off,1,1,1
03min 44sec,3629537 (14.518ms),70367 (5%),93039 (3%),180 (4%),219 (3%),0 (~0%),1,1,1,1,29,1,off,off,off,off,1,1,1
03min 57sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
03min 50sec,3629237 (14.517ms),70087 (5%),95792 (4%),182 (4%),222 (3%),0 (~0%),1,1,1,1,30,1,off,off,off,off,1,1,1
04min 03sec,     ?,26725 (2%),77155 (3%),154 (3%),14 (~0%),0 (~0%),3,1,1,1,1,1,off,off,off,off,1,1,1
03min 11sec,3456500 (13.826ms),16188 (1%),13130 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,6,1,1,1,off,off,off,off,1,1,1
03min 10sec,3534881 (14.14ms),18073 (1%),13672 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,3,1,1,off,off,off,off,1,1,1
03min 06sec,3537441 (14.15ms),15801 (1%),13773 (~0%),154 (3%),17 (~0%),0 (~0%),1,1,1,1,2,1,off,off,off,off,1,1,1
04min 11sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
04min 02sec,3703874 (14.815ms),53031 (4%),38470 (1%),230 (5%),32 (~0%),0 (~0%),1,6,1,1,1,1,off,off,off,off,1,1,1
03min 19sec,3160012 (12.64ms),16189 (1%),13129 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,14,1,1,1,off,off,off,off,1,1,1
03min 29sec,3522481 (14.09ms),23607 (1%),16671 (~0%),186 (4%),20 (~0%),0 (~0%),1,1,1,8,1,1,off,off,off,off,1,1,1
03min 33sec,1045662 (4.469ms),39798 (3%),74132 (3%),218 (5%),59 (~0%),0 (~0%),1,1,1,1,1,6,off,off,off,off,1,1,1
04min 01sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
03min 14sec,3337142 (13.349ms),16189 (1%),13130 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,15,1,1,1,off,off,off,off,1,1,1
03min 19sec,3522481 (14.09ms),23607 (1%),16671 (~0%),186 (4%),20 (~0%),0 (~0%),1,1,1,8,1,1,off,off,off,off,1,1,1
03min 13sec,3534304 (14.137ms),27354 (2%),22781 (~0%),154 (3%),59 (~0%),0 (~0%),1,1,1,1,16,1,off,off,off,off,1,1,1
03min 38sec,796062 (3.402ms),51592 (4%),81234 (3%),314 (7%),71 (1%),0 (~0%),1,1,1,1,1,12,off,off,off,off,1,1,1
03min 59sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
04min 33sec,3573552 (14.294ms),87795 (7%),339380 (14%),154 (3%),14 (~0%),0 (~0%),9,1,1,1,1,1,off,off,off,off,1,1,1
03min 11sec,3227594 (12.91ms),16189 (1%),13128 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,12,1,1,1,off,off,off,off,1,1,1
03min 11sec,3227594 (12.91ms),16163 (1%),13117 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,18,1,1,1,off,off,off,off,1,1,1
03min 16sec,3522481 (14.09ms),23607 (1%),16671 (~0%),186 (4%),20 (~0%),0 (~0%),1,1,1,8,1,1,off,off,off,off,1,1,1
03min 46sec,770462 (3.307ms),61477 (5%),90139 (3%),282 (6%),122 (1%),0 (~0%),1,1,1,1,1,15,off,off,off,off,1,1,1
04min 42sec,3573552 (14.294ms),87795 (7%),339380 (14%),154 (3%),14 (~0%),0 (~0%),9,1,1,1,1,1,off,off,off,off,1,1,1
04min 06sec,3703874 (14.815ms),53031 (4%),38470 (1%),230 (5%),32 (~0%),0 (~0%),1,6,1,1,1,1,off,off,off,off,1,1,1
03min 19sec,3096790 (12.387ms),16163 (1%),13117 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,17,1,1,1,off,off,off,off,1,1,1
03min 16sec,3534304 (14.137ms),27354 (2%),22781 (~0%),154 (3%),59 (~0%),0 (~0%),1,1,1,1,16,1,off,off,off,off,1,1,1
04min 03sec,763921 (3.279ms),49890 (4%),37201 (1%),186 (4%),56 (~0%),0 (~0%),1,1,1,1,1,16,off,off,off,off,1,1,1
04min 15sec,     ?,36211 (3%),118234 (5%),154 (3%),14 (~0%),0 (~0%),6,1,1,1,1,1,off,off,off,off,1,1,1
03min 19sec,3375838 (13.503ms),16174 (1%),13115 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,19,1,1,1,off,off,off,off,1,1,1
03min 25sec,3522481 (14.09ms),23607 (1%),16671 (~0%),186 (4%),20 (~0%),0 (~0%),1,1,1,8,1,1,off,off,off,off,1,1,1
03min 19sec,3534304 (14.137ms),27354 (2%),22781 (~0%),154 (3%),59 (~0%),0 (~0%),1,1,1,1,16,1,off,off,off,off,1,1,1
04min 47sec,3573552 (14.294ms),87795 (7%),339380 (14%),154 (3%),14 (~0%),0 (~0%),9,1,1,1,1,1,off,off,off,off,1,1,1
05min 17sec,3703272 (14.813ms),120984 (10%),75115 (3%),256 (5%),71 (1%),0 (~0%),1,19,1,1,1,1,off,off,off,off,1,1,1
03min 19sec,2958514 (11.834ms),16149 (1%),13109 (~0%),154 (3%),15 (~0%),0 (~0%),1,1,21,1,1,1,off,off,off,off,1,1,1
03min 23sec,3522481 (14.09ms),23607 (1%),16671 (~0%),186 (4%),20 (~0%),0 (~0%),1,1,1,8,1,1,off,off,off,off,1,1,1
03min 58sec,770462 (3.307ms),61477 (5%),90139 (3%),282 (6%),122 (1%),0 (~0%),1,1,1,1,1,15,off,off,off,off,1,1,1
08min 42sec,3703989 (14.816ms),229766 (19%),133839 (5%),314 (7%),134 (1%),0 (~0%),1,40,1,1,1,1,off,off,off,off,1,1,1
03min 39sec,796062 (3.402ms),51592 (4%),81234 (3%),314 (7%),71 (1%),0 (~0%),1,1,1,1,1,12,off,off,off,off,1,1,1
05min 12sec,3703252 (14.813ms),115277 (9%),71806 (3%),270 (6%),68 (~0%),0 (~0%),1,18,1,1,1,1,off,off,off,off,1,1,1
03min 18sec,3534304 (14.137ms),27354 (2%),22781 (~0%),154 (3%),59 (~0%),0 (~0%),1,1,1,1,16,1,off,off,off,off,1,1,1
03min 48sec,763921 (3.279ms),49890 (4%),37201 (1%),186 (4%),56 (~0%),0 (~0%),1,1,1,1,1,16,off,off,off,off,1,1,1
04min 17sec,1009393 (4.314ms),38240 (3%),53107 (2%),282 (6%),44 (~0%),0 (~0%),1,1,1,1,1,8,off,off,off,off,2,1,1
03min 19sec,3541441 (14.166ms),15031 (1%),12550 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,1,1,1
40min 00sec,,,,,,,16,25,16,20,80,20,off,off,off,off,1,1,1
32min 35sec,647031 (2.777ms),1516988 (128%),1199361 (50%),122 (2%),4859 (71%),0 (~0%),16,20,16,20,80,20,off,off,off,off,1,1,1
