compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PIPE__L0,__PIPE__L1,__PIPE__L2,__TILE__L0,__TILE__L1,__TILE__L2
03min 12sec,2803964 (14.09ms),22269 (1%),18884 (~0%),230 (5%),43 (~0%),3 (~0%),1,1,30,1,1,off,off,off,1,1,1
03min 19sec,1194244 (4.777ms),36862 (3%),30805 (1%),124 (2%),100 (1%),0 (~0%),1,1,1,5,1,off,off,off,1,1,1
03min 12sec,2665284 (13.326ms),22295 (1%),18943 (~0%),230 (5%),43 (~0%),3 (~0%),1,19,1,1,1,off,off,off,1,1,1
03min 12sec,2714404 (13.64ms),22629 (1%),18357 (~0%),230 (5%),42 (~0%),3 (~0%),1,1,24,1,1,off,off,off,1,1,1
03min 15sec,2599324 (12.997ms),22252 (1%),18863 (~0%),232 (5%),43 (~0%),2 (~0%),1,1,14,1,1,off,off,off,1,1,1
03min 16sec,2599364 (12.997ms),22257 (1%),18864 (~0%),232 (5%),43 (~0%),2 (~0%),1,14,1,1,1,off,off,off,1,1,1
03min 16sec,2599324 (12.997ms),22252 (1%),18863 (~0%),232 (5%),43 (~0%),2 (~0%),1,1,14,1,1,off,off,off,1,1,1
03min 34sec,2644324 (13.222ms),22282 (1%),18931 (~0%),232 (5%),43 (~0%),2 (~0%),1,21,1,1,1,off,off,off,1,1,1
03min 35sec,2614324 (13.072ms),22277 (1%),18931 (~0%),232 (5%),43 (~0%),2 (~0%),1,1,17,1,1,off,off,off,1,1,1
03min 39sec,1194244 (4.777ms),36862 (3%),30805 (1%),124 (2%),100 (1%),0 (~0%),1,1,1,5,1,off,off,off,1,1,1
03min 11sec,2599324 (12.997ms),22252 (1%),18863 (~0%),232 (5%),43 (~0%),2 (~0%),1,1,14,1,1,off,off,off,1,1,1
03min 12sec,2714444 (13.64ms),22634 (1%),18358 (~0%),230 (5%),42 (~0%),3 (~0%),1,24,1,1,1,off,off,off,1,1,1
16min 02sec,4244161 (16.977ms),200948 (16%),182309 (7%),528 (12%),903 (13%),0 (~0%),1,1,1,44,1,off,off,off,1,8,1
03min 13sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),1,1,1,1,1,off,off,off,1,1,1
13min 15sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),1,1,1,22,1,off,off,off,1,1,1
03min 07sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),40,1,1,1,1,off,off,off,1,1,1
03min 01sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),40,1,1,1,1,off,off,off,1,1,1
03min 09sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),1,22,1,1,1,off,off,off,1,1,1
03min 55sec,4631251 (18.525ms),123318 (10%),113796 (4%),396 (9%),621 (9%),20 (2%),8,22,22,22,8,off,off,off,1,1,1
03min 10sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),1,1,22,1,1,off,off,off,1,1,1
03min 22sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),1,1,1,8,1,off,off,off,1,1,1
04min 07sec,4438921 (17.756ms),143546 (12%),137609 (5%),396 (9%),667 (9%),10 (1%),1,8,8,11,22,off,off,off,1,1,1
02min 46sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),1,8,1,1,1,off,off,off,1,1,1
02min 44sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),40,1,1,1,1,off,off,off,1,1,1
02min 47sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),40,22,1,1,1,off,off,off,1,1,1
17min 21sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),40,1,1,22,1,off,off,off,1,1,1
15min 27sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),40,1,1,1,22,off,off,off,1,1,1
03min 35sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),40,1,22,1,1,off,off,off,1,1,1
08min 09sec,206364 (0.825ms),54759 (4%),34696 (1%),156 (3%),77 (1%),0 (~0%),40,1,1,11,8,off,off,off,1,1,1
06min 02sec,2345364 (9.381ms),71984 (6%),64757 (2%),222 (5%),268 (3%),10 (1%),40,1,22,11,8,off,off,off,1,1,1
16min 18sec,164284 (0.657ms),91761 (7%),56551 (2%),220 (5%),154 (2%),0 (~0%),40,1,1,22,8,off,off,off,1,1,1
30min 30sec,2262764 (9.548ms),127380 (10%),80762 (3%),166 (3%),214 (3%),20 (2%),40,8,1,22,8,off,off,off,1,1,1
29min 56sec,2239204 (9.448ms),127485 (10%),80758 (3%),166 (3%),213 (3%),20 (2%),40,4,1,22,8,off,off,off,1,1,1
07min 53sec,2260764 (9.043ms),113572 (9%),104835 (4%),362 (8%),483 (7%),0 (~0%),40,1,11,22,8,off,off,off,1,1,1
07min 11sec,2241924 (8.968ms),113191 (9%),104642 (4%),362 (8%),500 (7%),0 (~0%),40,1,8,22,8,off,off,off,1,1,1
30min 30sec,2230724 (9.412ms),127452 (10%),80742 (3%),166 (3%),213 (3%),20 (2%),40,2,1,22,8,off,off,off,1,1,1
08min 52sec,2241924 (8.968ms),113191 (9%),104642 (4%),362 (8%),500 (7%),0 (~0%),40,1,8,22,8,off,off,off,1,1,1
07min 45sec,2241924 (8.968ms),113191 (9%),104642 (4%),362 (8%),500 (7%),0 (~0%),40,1,8,22,8,off,off,off,1,1,1
07min 47sec,2331244 (9.325ms),113570 (9%),104845 (4%),362 (8%),483 (7%),0 (~0%),40,1,22,22,8,off,off,off,1,1,1
32min 05sec,2281484 (9.627ms),127343 (10%),80698 (3%),166 (3%),213 (3%),20 (2%),40,11,1,22,8,off,off,off,1,1,1
03min 44sec,4387001 (17.548ms),126248 (10%),115581 (4%),276 (6%),611 (8%),20 (2%),40,2,4,22,8,off,off,off,1,1,1
40min 00sec,,,,,,,40,1,1,22,22,off,off,off,1,1,1
07min 41sec,2241924 (8.968ms),113191 (9%),104642 (4%),362 (8%),500 (7%),0 (~0%),40,1,8,22,8,off,off,off,1,1,1
07min 31sec,2241924 (8.968ms),113191 (9%),104642 (4%),362 (8%),500 (7%),0 (~0%),40,1,8,22,8,off,off,off,1,1,1
07min 44sec,2241924 (8.968ms),113191 (9%),104642 (4%),362 (8%),500 (7%),0 (~0%),40,1,8,22,8,off,off,off,1,1,1
07min 33sec,2241924 (8.968ms),113191 (9%),104642 (4%),362 (8%),500 (7%),0 (~0%),40,1,8,22,8,off,off,off,1,1,1
03min 58sec,4374841 (17.499ms),143605 (12%),137599 (5%),396 (9%),665 (9%),10 (1%),40,2,2,22,11,off,off,off,1,1,1
07min 12sec,2241924 (8.968ms),113191 (9%),104642 (4%),362 (8%),500 (7%),0 (~0%),40,1,8,22,8,off,off,off,1,1,1
07min 52sec,2218204 (8.873ms),114723 (9%),105849 (4%),330 (7%),483 (7%),0 (~0%),40,1,4,22,8,off,off,off,1,1,1
07min 59sec,2218204 (8.873ms),114723 (9%),105849 (4%),330 (7%),483 (7%),0 (~0%),40,1,4,22,8,off,off,off,1,1,1
08min 28sec,2218204 (8.873ms),114723 (9%),105849 (4%),330 (7%),483 (7%),0 (~0%),40,1,4,22,8,off,off,off,1,1,1
40min 00sec,,,,,,,40,1,1,22,11,off,off,off,1,1,1
07min 41sec,2218204 (8.873ms),114723 (9%),105849 (4%),330 (7%),483 (7%),0 (~0%),40,1,4,22,8,off,off,off,1,1,1
03min 50sec,4387001 (17.548ms),126248 (10%),115581 (4%),276 (6%),611 (8%),20 (2%),40,2,4,22,8,off,off,off,1,1,1
07min 53sec,2218204 (8.873ms),114723 (9%),105849 (4%),330 (7%),483 (7%),0 (~0%),40,1,4,22,8,off,off,off,1,1,1
07min 45sec,2218204 (8.873ms),114723 (9%),105849 (4%),330 (7%),483 (7%),0 (~0%),40,1,4,22,8,off,off,off,1,1,1
07min 50sec,2218204 (8.873ms),114723 (9%),105849 (4%),330 (7%),483 (7%),0 (~0%),40,1,4,22,8,off,off,off,1,1,1
03min 05sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),1,1,1,1,1,off,off,off,1,1,1
12min 39sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),1,1,1,22,1,off,off,off,1,1,1
02min 52sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),1,22,1,1,1,off,off,off,1,1,1
02min 51sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),1,1,22,1,1,off,off,off,1,1,1
12min 44sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),1,1,1,1,22,off,off,off,1,1,1
02min 59sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),1,1,1,8,1,off,off,off,1,1,1
02min 50sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),1,8,1,1,1,off,off,off,1,1,1
02min 49sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),1,8,1,1,1,off,off,off,1,1,1
34min 36sec,174564 (0.698ms),71922 (6%),36581 (1%),188 (4%),77 (1%),0 (~0%),1,1,1,11,11,off,off,off,1,1,1
13min 09sec,2345364 (9.381ms),111069 (9%),86344 (3%),266 (6%),342 (5%),10 (1%),1,22,1,11,11,off,off,off,1,1,1
40min 00sec,,,,,,,1,1,1,22,11,off,off,off,1,1,1
13min 23sec,2252204 (9.009ms),112500 (9%),87755 (3%),222 (5%),343 (5%),10 (1%),1,8,1,11,11,off,off,off,1,1,1
35min 15sec,174564 (0.698ms),71922 (6%),36581 (1%),188 (4%),77 (1%),0 (~0%),10,1,1,11,11,off,off,off,1,1,1
03min 24sec,4439009 (17.756ms),100922 (8%),100261 (4%),256 (5%),452 (6%),20 (2%),10,8,8,11,11,off,off,off,1,1,1
35min 10sec,174564 (0.698ms),71922 (6%),36581 (1%),188 (4%),77 (1%),0 (~0%),40,1,1,11,11,off,off,off,1,1,1
03min 25sec,4439001 (17.756ms),100896 (8%),100258 (4%),256 (5%),452 (6%),20 (2%),40,8,8,11,11,off,off,off,1,1,1
13min 12sec,2252204 (9.009ms),112500 (9%),87755 (3%),222 (5%),343 (5%),10 (1%),40,8,1,11,11,off,off,off,1,1,1
40min 00sec,,,,,,,40,1,1,11,22,off,off,off,1,1,1
12min 53sec,2345364 (9.381ms),111069 (9%),86344 (3%),266 (6%),342 (5%),10 (1%),40,1,22,11,11,off,off,off,1,1,1
12min 45sec,2228644 (8.915ms),112602 (9%),87740 (3%),222 (5%),342 (5%),10 (1%),40,4,1,11,11,off,off,off,1,1,1
12min 58sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),1,1,1,22,1,off,off,off,1,1,1
03min 06sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),1,1,1,8,1,off,off,off,1,1,1
03min 05sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),1,1,1,8,1,off,off,off,1,1,1
02min 57sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),40,22,1,1,1,off,off,off,1,1,1
12min 49sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),40,1,1,22,1,off,off,off,1,1,1
02min 51sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),40,8,1,1,1,off,off,off,1,1,1
03min 06sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),40,1,1,8,1,off,off,off,1,1,1
04min 47sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,11,1,off,off,off,1,1,1
04min 50sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,11,1,off,off,off,1,1,1
04min 48sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,11,1,off,off,off,1,1,1
12min 49sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),40,1,1,1,22,off,off,off,1,1,1
04min 56sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,11,1,off,off,off,1,1,1
12min 40sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),40,1,1,22,1,off,off,off,1,1,1
04min 51sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,11,1,off,off,off,1,1,1
02min 56sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),40,8,1,1,1,off,off,off,1,1,1
02min 52sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),40,8,1,1,1,off,off,off,1,1,1
04min 53sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,11,1,off,off,off,1,1,1
02min 55sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),40,8,1,1,1,off,off,off,1,1,1
02min 57sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),40,8,1,1,1,off,off,off,1,1,1
12min 37sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),40,1,1,22,1,off,off,off,1,1,1
12min 45sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),40,1,1,22,1,off,off,off,1,1,1
02min 56sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),40,1,22,1,1,off,off,off,1,1,1
04min 54sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,11,1,off,off,off,1,1,1
12min 21sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),40,1,1,22,1,off,off,off,1,1,1
04min 42sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,11,1,off,off,off,1,1,1
04min 55sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,11,1,off,off,off,1,1,1
05min 04sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,11,1,off,off,off,1,1,1
13min 04sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),40,1,1,22,1,off,off,off,1,1,1
05min 05sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,11,1,off,off,off,1,1,1
04min 58sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,11,1,off,off,off,1,1,1
05min 00sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,11,1,off,off,off,1,1,1
05min 34sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),1,1,1,1,11,off,off,off,1,1,1
03min 25sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),8,11,1,1,1,off,off,off,1,1,1
03min 26sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),8,1,11,1,1,off,off,off,1,1,1
14min 48sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),8,1,1,22,1,off,off,off,1,1,1
05min 33sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),8,1,1,1,11,off,off,off,1,1,1
80min 00sec,,,,,,,8,1,1,1,1,flatten,off,off,1,1,1
80min 00sec,,,,,,,8,1,1,1,1,off,flatten,off,1,1,1
80min 00sec,,,,,,,8,1,1,1,1,off,off,flatten,1,1,1
03min 47sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),5,1,1,1,1,off,off,off,1,1,1
03min 49sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),10,8,1,1,1,off,off,off,1,1,1
03min 50sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),10,11,1,1,1,off,off,off,1,1,1
03min 49sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),10,1,8,1,1,off,off,off,1,1,1
03min 47sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),10,1,11,1,1,off,off,off,1,1,1
03min 57sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),10,1,1,8,1,off,off,off,1,1,1
03min 57sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),10,1,1,1,8,off,off,off,1,1,1
80min 00sec,,,,,,,10,1,1,1,1,flatten,off,off,1,1,1
03min 27sec,638906 (2.556ms),14792 (1%),14674 (~0%),124 (2%),20 (~0%),0 (~0%),1,1,1,1,1,off,off,off,8,1,1
03min 29sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),5,22,1,1,1,off,off,off,1,1,1
03min 29sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),5,1,8,1,1,off,off,off,1,1,1
14min 24sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),5,1,1,22,1,off,off,off,1,1,1
14min 45sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),5,1,1,1,22,off,off,off,1,1,1
80min 00sec,,,,,,,5,1,1,1,1,flatten,off,off,1,1,1
80min 00sec,,,,,,,5,1,1,1,1,off,flatten,off,1,1,1
80min 00sec,,,,,,,5,1,1,1,1,off,off,flatten,1,1,1
03min 29sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),2,1,1,1,1,off,off,off,1,1,1
03min 31sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),40,11,1,1,1,off,off,off,1,1,1
03min 23sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),40,1,4,1,1,off,off,off,1,1,1
03min 25sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),40,1,8,1,1,off,off,off,1,1,1
03min 22sec,625125 (2.501ms),18424 (1%),18487 (~0%),124 (2%),20 (~0%),0 (~0%),6,1,1,1,1,off,off,off,1,1,1
03min 21sec,625120 (2.5ms),21237 (1%),20678 (~0%),124 (2%),40 (~0%),0 (~0%),3,1,1,1,1,off,off,off,1,1,1
03min 23sec,625125 (2.501ms),18424 (1%),18487 (~0%),124 (2%),20 (~0%),0 (~0%),7,1,1,1,1,off,off,off,1,1,1
03min 25sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),8,8,1,1,1,off,off,off,1,1,1
03min 25sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),8,22,1,1,1,off,off,off,1,1,1
03min 25sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),8,1,2,1,1,off,off,off,1,1,1
03min 23sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),8,1,4,1,1,off,off,off,1,1,1
03min 21sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),8,1,1,4,1,off,off,off,1,1,1
04min 17sec,625125 (2.501ms),18424 (1%),18487 (~0%),124 (2%),20 (~0%),0 (~0%),12,1,1,1,1,off,off,off,1,1,1
04min 18sec,625125 (2.501ms),18424 (1%),18487 (~0%),124 (2%),20 (~0%),0 (~0%),9,1,1,1,1,off,off,off,1,1,1
04min 19sec,625125 (2.501ms),18424 (1%),18487 (~0%),124 (2%),20 (~0%),0 (~0%),11,1,1,1,1,off,off,off,1,1,1
04min 17sec,625125 (2.501ms),18422 (1%),18486 (~0%),124 (2%),20 (~0%),0 (~0%),15,1,1,1,1,off,off,off,1,1,1
04min 16sec,625125 (2.501ms),18424 (1%),18487 (~0%),124 (2%),20 (~0%),0 (~0%),12,1,1,1,1,off,off,off,1,1,1
04min 12sec,2797764 (12.164ms),15846 (1%),12968 (~0%),262 (6%),22 (~0%),0 (~0%),40,88,1,1,1,off,off,off,1,1,1
04min 11sec,2797804 (12.164ms),15851 (1%),12969 (~0%),262 (6%),22 (~0%),0 (~0%),40,1,88,1,1,off,off,off,1,1,1
80min 00sec,,,,,,,40,1,1,1,1,flatten,off,off,1,1,1
04min 49sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,4,1,off,off,off,1,1,1
05min 00sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,1,4,off,off,off,1,1,1
06min 06sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,4,1,1,1,off,off,off,1,1,1
06min 16sec,4399261 (19.997ms),20210 (1%),13889 (~0%),344 (7%),54 (~0%),0 (~0%),4,4,4,1,1,off,off,off,1,1,1
06min 23sec,4399261 (19.997ms),29569 (2%),22574 (~0%),196 (4%),114 (1%),10 (1%),4,4,4,4,1,off,off,off,1,1,1
06min 21sec,4399261 (19.64ms),38928 (3%),31259 (1%),48 (1%),174 (2%),20 (2%),4,4,4,4,4,off,off,off,1,1,1
06min 20sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,4,1,1,1,off,off,off,1,1,1
06min 17sec,4399261 (19.997ms),20210 (1%),13889 (~0%),344 (7%),54 (~0%),0 (~0%),4,4,4,1,1,off,off,off,1,1,1
06min 25sec,4399261 (19.997ms),29569 (2%),22574 (~0%),196 (4%),114 (1%),10 (1%),4,4,4,4,1,off,off,off,1,1,1
06min 28sec,4399261 (19.64ms),38928 (3%),31259 (1%),48 (1%),174 (2%),20 (2%),4,4,4,4,4,off,off,off,1,1,1
05min 13sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),4,2,1,1,1,off,off,off,1,1,1
05min 13sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),4,8,1,1,1,off,off,off,1,1,1
05min 17sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,1,4,1,1,off,off,off,1,1,1
05min 15sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,4,1,off,off,off,1,1,1
05min 11sec,638906 (2.556ms),14792 (1%),14674 (~0%),124 (2%),20 (~0%),0 (~0%),4,1,1,1,1,off,off,off,2,1,1
05min 09sec,4250641 (17.003ms),20373 (1%),14013 (~0%),374 (8%),50 (~0%),0 (~0%),4,1,1,1,1,off,off,off,1,4,1
05min 12sec,656131 (2.625ms),14793 (1%),14674 (~0%),124 (2%),20 (~0%),0 (~0%),1,1,1,1,1,off,off,off,4,1,1
04min 03sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,4,1,1,1,off,off,off,1,1,1
04min 09sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),4,1,2,1,1,off,off,off,1,1,1
04min 00sec,1089684 (4.359ms),17978 (1%),17782 (~0%),124 (2%),40 (~0%),0 (~0%),4,1,1,2,1,off,off,off,1,1,1
04min 00sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,1,4,off,off,off,1,1,1
60min 00sec,,,,,,,4,1,1,1,1,flatten,off,off,1,1,1
04min 11sec,632015 (2.528ms),21852 (1%),22859 (~0%),188 (4%),20 (~0%),0 (~0%),4,1,1,1,1,off,off,off,4,1,1
03min 59sec,4306641 (17.227ms),20375 (1%),14010 (~0%),374 (8%),50 (~0%),0 (~0%),4,1,1,1,1,off,off,off,1,2,1
07min 35sec,2533844 (10.135ms),86465 (7%),66545 (2%),262 (6%),245 (3%),0 (~0%),1,8,1,11,1,off,off,off,1,1,1
07min 38sec,2301484 (9.206ms),80416 (6%),58274 (2%),102 (2%),203 (2%),10 (1%),1,8,1,11,4,off,off,off,1,1,1
07min 46sec,2533844 (10.135ms),86465 (7%),66545 (2%),262 (6%),245 (3%),0 (~0%),1,8,1,11,1,off,off,off,1,1,1
07min 45sec,2301484 (9.206ms),80416 (6%),58274 (2%),102 (2%),203 (2%),10 (1%),1,8,1,11,4,off,off,off,1,1,1
06min 04sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,4,1,1,1,off,off,off,1,1,1
06min 06sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,1,4,1,1,off,off,off,1,1,1
05min 59sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,4,1,off,off,off,1,1,1
06min 07sec,632015 (2.528ms),21852 (1%),22859 (~0%),188 (4%),20 (~0%),0 (~0%),4,1,1,1,1,off,off,off,4,1,1
06min 06sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),5,4,1,1,1,off,off,off,1,1,1
06min 14sec,4390697 (19.958ms),20159 (1%),13885 (~0%),344 (7%),54 (~0%),0 (~0%),5,4,2,1,1,off,off,off,1,1,1
06min 02sec,4391737 (18.688ms),24342 (2%),19027 (~0%),188 (4%),79 (1%),10 (1%),5,4,2,2,1,off,off,off,1,1,1
05min 59sec,4391737 (19.606ms),34236 (2%),28224 (1%),24 (~0%),139 (2%),20 (2%),5,4,2,2,4,off,off,off,1,1,1
05min 19sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),4,11,1,1,1,off,off,off,1,1,1
05min 20sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,1,4,1,1,off,off,off,1,1,1
05min 20sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,4,1,off,off,off,1,1,1
05min 14sec,1089684 (4.359ms),17978 (1%),17782 (~0%),124 (2%),40 (~0%),0 (~0%),4,1,1,1,2,off,off,off,1,1,1
05min 19sec,4250641 (17.003ms),20373 (1%),14013 (~0%),374 (8%),50 (~0%),0 (~0%),4,1,1,1,1,off,off,off,1,4,1
05min 19sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,1,4,off,off,off,1,1,1
05min 19sec,656131 (2.625ms),14793 (1%),14674 (~0%),124 (2%),20 (~0%),0 (~0%),1,1,1,1,1,off,off,off,4,1,1
