compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PIPE__L0,__TILE__L0
08min 53sec,268297 (1.156ms),190112 (16%),349897 (14%),962 (22%),3747 (54%),0 (~0%),15,410,2,off,1
08min 47sec,380257 (1.639ms),193853 (16%),356917 (15%),1066 (24%),3747 (54%),0 (~0%),15,410,5,off,1
05min 10sec,489876 (1.96ms),29937 (2%),34432 (1%),488 (11%),128 (1%),0 (~0%),1,3,10,off,1
08min 47sec,387683 (1.671ms),196174 (16%),355191 (15%),982 (22%),3746 (54%),0 (~0%),1,410,3,off,1
08min 31sec,262493 (1.131ms),193367 (16%),353630 (14%),982 (22%),3746 (54%),0 (~0%),1,410,4,off,1
19min 12sec,209915 (0.933ms),278449 (23%),487064 (20%),54 (1%),3749 (54%),20 (2%),26,410,10,off,2
19min 08sec,207381 (0.922ms),251826 (21%),460852 (19%),874 (20%),3749 (54%),20 (2%),26,410,10,off,4
18min 35sec,205563 (0.914ms),251473 (21%),460570 (19%),1202 (27%),3749 (54%),10 (1%),26,410,10,off,8
13min 58sec,206070 (0.916ms),251779 (21%),474183 (20%),1258 (29%),3764 (55%),0 (~0%),8,410,10,off,1
14min 04sec,205721 (0.914ms),251095 (21%),468937 (19%),1252 (28%),3764 (55%),0 (~0%),12,410,10,off,1
06min 06sec,259743 (1.11ms),33579 (2%),38502 (1%),322 (7%),130 (1%),20 (2%),30,20,10,off,1
05min 59sec,259949 (1.12ms),45880 (3%),54211 (2%),208 (4%),137 (2%),36 (3%),30,25,10,off,1
05min 45sec,259742 (1.11ms),40153 (3%),43159 (1%),314 (7%),142 (2%),20 (2%),30,30,10,off,1
13min 44sec,206070 (0.916ms),251779 (21%),474183 (20%),1258 (29%),3764 (55%),0 (~0%),8,410,10,off,1
05min 49sec,259743 (1.11ms),33579 (2%),38502 (1%),322 (7%),130 (1%),20 (2%),30,20,10,off,1
14min 36sec,206070 (0.916ms),251779 (21%),474183 (20%),1258 (29%),3764 (55%),0 (~0%),8,410,10,off,1
06min 08sec,257337 (1.1ms),36745 (3%),41777 (1%),194 (4%),145 (2%),36 (3%),26,20,10,off,1
06min 01sec,257542 (1.11ms),45815 (3%),54253 (2%),208 (4%),139 (2%),36 (3%),26,25,10,off,1
10min 09sec,257320 (1.109ms),267519 (22%),404445 (17%),208 (4%),3750 (54%),8 (~0%),26,410,8,off,1
16min 35sec,257320 (1.109ms),271310 (22%),412358 (17%),208 (4%),3750 (54%),8 (~0%),26,410,7,off,1
19min 12sec,209055 (0.929ms),278547 (23%),487017 (20%),54 (1%),3747 (54%),20 (2%),30,410,10,off,2
06min 29sec,422785 (1.807ms),20062 (1%),18136 (~0%),460 (10%),32 (~0%),0 (~0%),2,10,1,off,1
08min 43sec,349219 (1.505ms),190683 (16%),348669 (14%),964 (22%),3747 (54%),0 (~0%),10,410,1,off,1
08min 27sec,349028 (1.504ms),190628 (16%),348690 (14%),962 (22%),3749 (54%),0 (~0%),13,410,1,off,1
07min 13sec,297605 (1.272ms),39254 (3%),46997 (1%),652 (15%),185 (2%),0 (~0%),1,10,15,off,1
05min 08sec,553824 (2.215ms),20788 (1%),19051 (~0%),232 (5%),24 (~0%),0 (~0%),1,3,2,off,1
13min 01sec,678889 (2.716ms),722762 (61%),953932 (40%),982 (22%),9038 (132%),0 (~0%),1,410,2,off,2
05min 54sec,445679 (1.905ms),41732 (3%),47776 (2%),668 (15%),189 (2%),0 (~0%),2,10,15,off,1
05min 39sec,439255 (1.877ms),39334 (3%),45929 (1%),656 (15%),230 (3%),0 (~0%),3,10,15,off,1
05min 38sec,456686 (1.952ms),40158 (3%),45663 (1%),640 (14%),188 (2%),2 (~0%),5,10,15,off,1
05min 04sec,535520 (2.289ms),39500 (3%),45769 (1%),510 (11%),185 (2%),0 (~0%),1,5,15,off,1
07min 02sec,610385 (2.442ms),56497 (4%),49949 (2%),418 (9%),185 (2%),0 (~0%),1,2,15,off,1
07min 12sec,299162 (1.278ms),42492 (3%),53457 (2%),908 (21%),240 (3%),0 (~0%),1,10,20,off,1
60min 00sec,,,,,,,1,10,15,flatten,1
03min 57sec,279021 (1.192ms),25865 (2%),31469 (1%),698 (16%),129 (1%),0 (~0%),10,10,10,off,1
06min 30sec,424035 (1.696ms),28356 (2%),33913 (1%),482 (11%),128 (1%),0 (~0%),1,4,10,off,1
06min 35sec,460614 (1.968ms),24084 (2%),22174 (~0%),460 (10%),30 (~0%),0 (~0%),1,10,3,off,1
06min 33sec,381054 (1.628ms),24412 (2%),22761 (~0%),524 (12%),31 (~0%),0 (~0%),1,10,6,off,1
60min 00sec,,,,,,,1,10,10,flatten,1
08min 48sec,226231 (0.975ms),201951 (17%),372448 (15%),1430 (33%),3764 (55%),0 (~0%),1,410,20,off,1
07min 14sec,262893 (1.123ms),33473 (2%),41076 (1%),916 (21%),129 (1%),0 (~0%),1,20,10,off,1
05min 54sec,255092 (1.09ms),39857 (3%),44047 (1%),930 (21%),129 (1%),0 (~0%),1,25,10,off,1
07min 15sec,269907 (1.153ms),39769 (3%),45730 (1%),908 (21%),141 (2%),0 (~0%),1,30,10,off,1
09min 13sec,226231 (0.975ms),201951 (17%),372448 (15%),1430 (33%),3764 (55%),0 (~0%),1,410,20,off,1
10min 17sec,319836 (1.379ms),198515 (16%),361874 (15%),1442 (33%),3767 (55%),0 (~0%),5,410,20,off,1
10min 20sec,321889 (1.387ms),198604 (16%),362041 (15%),1444 (33%),3768 (55%),0 (~0%),6,410,20,off,1
04min 59sec,539415 (2.305ms),43427 (3%),53173 (2%),766 (17%),240 (3%),0 (~0%),1,5,20,off,1
06min 40sec,611942 (2.448ms),59735 (5%),56409 (2%),674 (15%),240 (3%),0 (~0%),1,2,20,off,1
60min 00sec,,,,,,,1,410,20,flatten,1
05min 19sec,265235 (1.133ms),32532 (2%),38215 (1%),648 (15%),129 (1%),0 (~0%),1,15,10,off,1
06min 39sec,287845 (1.235ms),51668 (4%),49289 (2%),1416 (32%),146 (2%),0 (~0%),1,35,10,off,1
09min 58sec,252752 (1.089ms),79607 (6%),133993 (5%),404 (9%),285 (4%),64 (6%),1,100,10,off,1
12min 38sec,647160 (2.589ms),730007 (61%),961542 (40%),1216 (28%),9126 (133%),0 (~0%),1,410,10,off,2
17min 53sec,205531 (0.913ms),251520 (21%),460529 (19%),1202 (27%),3747 (54%),10 (1%),30,410,10,off,8
05min 06sec,515650 (2.204ms),32221 (2%),35050 (1%),114 (2%),129 (1%),36 (3%),30,15,10,off,1
18min 13sec,205531 (0.913ms),251520 (21%),460529 (19%),1202 (27%),3747 (54%),10 (1%),30,410,10,off,8
06min 08sec,515630 (2.213ms),53098 (4%),46018 (1%),242 (5%),146 (2%),20 (2%),30,35,10,off,1
09min 45sec,175448 (0.756ms),267738 (22%),411085 (17%),80 (1%),3762 (55%),20 (2%),30,410,10,off,390
06min 37sec,279667 (1.249ms),27287 (2%),33843 (1%),716 (16%),129 (1%),0 (~0%),2,10,10,off,1
03min 41sec,194641 (0.832ms),18621 (1%),16954 (~0%),186 (4%),32 (~0%),20 (2%),26,10,2,off,1
03min 48sec,345185 (1.475ms),22981 (1%),23620 (~0%),54 (1%),59 (~0%),30 (3%),26,10,5,off,1
40min 00sec,,,,,,,26,10,10,flatten,1
06min 10sec,279219 (1.193ms),25539 (2%),31418 (1%),696 (16%),131 (1%),0 (~0%),13,10,10,off,1
06min 53sec,259748 (1.115ms),61652 (5%),60420 (2%),186 (4%),184 (2%),36 (3%),30,50,10,off,1
09min 06sec,259729 (1.12ms),90777 (7%),138851 (5%),322 (7%),317 (4%),36 (3%),30,100,10,off,1
13min 57sec,259729 (1.12ms),184117 (15%),197873 (8%),592 (13%),588 (8%),36 (3%),30,200,10,off,1
03min 31sec,348092 (1.488ms),23046 (1%),23578 (~0%),54 (1%),57 (~0%),30 (3%),30,10,5,off,1
03min 18sec,196486 (0.84ms),18686 (1%),16912 (~0%),186 (4%),30 (~0%),20 (2%),30,10,2,off,1
04min 02sec,278107 (1.188ms),27091 (2%),33810 (1%),716 (16%),128 (1%),0 (~0%),390,10,10,off,1
06min 47sec,278107 (1.188ms),27091 (2%),33810 (1%),716 (16%),128 (1%),0 (~0%),410,10,10,off,1
07min 49sec,278188 (1.194ms),33828 (2%),41520 (1%),732 (16%),130 (1%),20 (2%),320,10,10,off,1
07min 15sec,174130 (0.744ms),507150 (42%),671507 (28%),58 (1%),4513 (65%),20 (2%),26,10,410,off,1
07min 12sec,283656 (1.217ms),33824 (2%),32203 (1%),32 (~0%),116 (1%),40 (4%),26,10,10,off,2
06min 54sec,277993 (1.193ms),31886 (2%),39283 (1%),1336 (30%),130 (1%),0 (~0%),205,10,10,off,1
06min 44sec,259748 (1.115ms),61652 (5%),60420 (2%),186 (4%),184 (2%),36 (3%),30,50,10,off,1
07min 14sec,175459 (0.75ms),507215 (42%),671465 (28%),58 (1%),4511 (65%),20 (2%),30,10,410,off,1
40min 00sec,,,,,,,30,10,10,flatten,1
09min 57sec,269269 (1.161ms),190170 (16%),349962 (14%),964 (22%),3747 (54%),0 (~0%),10,410,2,off,1
09min 34sec,269078 (1.16ms),190114 (16%),349983 (14%),962 (22%),3749 (54%),0 (~0%),13,410,2,off,1
05min 30sec,345184 (1.475ms),16108 (1%),14284 (~0%),192 (4%),25 (~0%),10 (1%),26,5,2,off,1
05min 47sec,528469 (2.114ms),34093 (2%),18964 (~0%),336 (7%),26 (~0%),0 (~0%),26,2,2,off,1
05min 48sec,951736 (3.807ms),16652 (1%),14238 (~0%),336 (7%),26 (~0%),0 (~0%),26,1,2,off,1
11min 27sec,257320 (1.109ms),270038 (22%),404906 (17%),336 (7%),3749 (54%),0 (~0%),26,410,3,off,1
10min 46sec,257320 (1.109ms),267219 (22%),403356 (17%),336 (7%),3749 (54%),0 (~0%),26,410,4,off,1
05min 31sec,348117 (1.488ms),16173 (1%),14242 (~0%),192 (4%),23 (~0%),10 (1%),30,5,2,off,1
60min 00sec,,,,,,,30,410,2,flatten,1
18min 32sec,269789 (1.199ms),251405 (21%),460850 (19%),1032 (23%),3747 (54%),0 (~0%),30,410,2,off,8
20min 03sec,271260 (1.206ms),278441 (23%),487346 (20%),204 (4%),3747 (54%),0 (~0%),30,410,2,off,4
05min 51sec,259743 (1.115ms),46463 (3%),52545 (2%),208 (4%),154 (2%),36 (3%),30,40,10,off,1
06min 47sec,515650 (2.213ms),58289 (4%),49852 (2%),242 (5%),146 (2%),20 (2%),30,45,10,off,1
06min 45sec,259742 (1.115ms),61863 (5%),63888 (2%),322 (7%),199 (2%),20 (2%),30,60,10,off,1
05min 10sec,510409 (2.181ms),31669 (2%),34100 (1%),114 (2%),131 (1%),36 (3%),26,13,10,off,1
60min 00sec,,,,,,,30,150,10,off,1
60min 00sec,,,,,,,30,175,10,off,1
11min 21sec,386722 (1.667ms),440643 (37%),312903 (13%),208 (4%),2384 (34%),20 (2%),30,250,10,off,1
09min 49sec,175448 (0.756ms),267738 (22%),411085 (17%),80 (1%),3762 (55%),20 (2%),30,410,10,off,390
05min 31sec,257344 (1.1ms),30951 (2%),35295 (1%),186 (4%),132 (1%),36 (3%),26,14,10,off,1
05min 26sec,257337 (1.029ms),31785 (2%),37661 (1%),208 (4%),132 (1%),36 (3%),26,16,10,off,1
05min 42sec,257339 (1.1ms),38389 (3%),44175 (1%),186 (4%),183 (2%),36 (3%),26,18,10,off,1
06min 03sec,259743 (1.115ms),46463 (3%),52545 (2%),208 (4%),154 (2%),36 (3%),30,40,10,off,1
06min 54sec,259742 (1.115ms),61863 (5%),63888 (2%),322 (7%),199 (2%),20 (2%),30,60,10,off,1
06min 06sec,279219 (1.193ms),25539 (2%),31418 (1%),696 (16%),131 (1%),0 (~0%),13,10,10,off,1
05min 40sec,257550 (1.101ms),36510 (3%),38353 (1%),336 (7%),132 (1%),20 (2%),26,17,10,off,1
05min 38sec,510421 (2.181ms),43631 (3%),41633 (1%),178 (4%),153 (2%),36 (3%),26,19,10,off,1
05min 38sec,510421 (2.181ms),45749 (3%),43443 (1%),178 (4%),159 (2%),36 (3%),26,21,10,off,1
03min 35sec,279921 (1.196ms),19153 (1%),15665 (~0%),186 (4%),32 (~0%),20 (2%),26,10,1,off,1
09min 15sec,259728 (1.12ms),86265 (7%),69401 (2%),442 (10%),226 (3%),20 (2%),30,70,10,off,1
06min 44sec,259729 (1.12ms),68920 (5%),76236 (3%),336 (7%),240 (3%),36 (3%),30,80,10,off,1
10min 21sec,259728 (1.12ms),90371 (7%),119935 (5%),442 (10%),258 (3%),20 (2%),30,90,10,off,1
03min 40sec,282586 (1.208ms),19218 (1%),15623 (~0%),186 (4%),30 (~0%),20 (2%),30,10,1,off,1
05min 48sec,257339 (1.104ms),39037 (3%),44932 (1%),186 (4%),177 (2%),36 (3%),26,22,10,off,1
05min 30sec,510397 (2.181ms),37154 (3%),38133 (1%),242 (5%),131 (1%),20 (2%),26,23,10,off,1
05min 37sec,257405 (1.1ms),34247 (2%),38613 (1%),336 (7%),132 (1%),20 (2%),26,24,10,off,1
06min 03sec,279219 (1.193ms),25539 (2%),31418 (1%),696 (16%),131 (1%),0 (~0%),13,10,10,off,1
05min 17sec,257345 (1.1ms),21691 (1%),18641 (~0%),314 (7%),49 (~0%),20 (2%),26,10,4,off,1
07min 06sec,281118 (1.207ms),33855 (2%),32230 (1%),32 (~0%),116 (1%),40 (4%),26,10,10,off,4
05min 47sec,468483 (1.874ms),21338 (1%),19493 (~0%),290 (6%),31 (~0%),0 (~0%),1,8,1,off,1
05min 31sec,872708 (3.746ms),31709 (2%),89740 (3%),324 (7%),19 (~0%),0 (~0%),1,5,1,off,4
06min 35sec,736666 (3.289ms),32428 (2%),52836 (2%),694 (16%),113 (1%),0 (~0%),1,10,10,off,2
05min 41sec,409431 (1.75ms),35169 (2%),29202 (1%),654 (15%),75 (1%),4 (~0%),15,25,1,off,1
60min 00sec,,,,,,,1,25,1,flatten,1
09min 28sec,488959 (2.099ms),59267 (5%),48915 (2%),706 (16%),78 (1%),4 (~0%),1,25,1,off,8
06min 14sec,240465 (1.032ms),43490 (3%),55329 (2%),974 (22%),175 (2%),0 (~0%),15,25,10,off,1
09min 21sec,237922 (1.021ms),412672 (34%),522241 (22%),1430 (33%),4512 (65%),0 (~0%),1,25,410,off,1
60min 00sec,,,,,,,1,25,10,flatten,1
06min 12sec,239582 (1.033ms),44962 (3%),56192 (2%),974 (22%),180 (2%),0 (~0%),13,25,10,off,1
06min 19sec,237575 (1.02ms),43773 (3%),55404 (2%),952 (22%),174 (2%),0 (~0%),10,25,10,off,1
05min 36sec,430983 (1.842ms),40582 (3%),39471 (1%),778 (18%),70 (1%),0 (~0%),1,25,5,off,1
47min 12sec,81779 (0.349ms),628618 (53%),1147417 (48%),5002 (115%),5412 (79%),0 (~0%),3,410,10,flatten,1
13min 28sec,222002 (0.987ms),254087 (21%),460876 (19%),1214 (28%),3748 (54%),0 (~0%),3,410,10,off,4
20min 57sec,210753 (0.937ms),280571 (23%),487087 (20%),114 (2%),3747 (54%),0 (~0%),3,410,10,off,8
47min 21sec,81779 (0.349ms),628618 (53%),1147417 (48%),5002 (115%),5412 (79%),0 (~0%),3,410,10,flatten,1
08min 21sec,240002 (1.034ms),190504 (16%),349068 (14%),1190 (27%),3747 (54%),0 (~0%),3,410,10,off,2
05min 30sec,257336 (1.1ms),40088 (3%),43201 (1%),314 (7%),144 (2%),20 (2%),26,30,10,off,1
05min 49sec,257336 (1.1ms),40088 (3%),43201 (1%),314 (7%),144 (2%),20 (2%),26,30,10,off,1
09min 44sec,174120 (0.751ms),267673 (22%),411127 (17%),80 (1%),3764 (55%),20 (2%),26,410,10,off,390
05min 51sec,257336 (1.1ms),40088 (3%),43201 (1%),314 (7%),144 (2%),20 (2%),26,30,10,off,1
06min 37sec,257341 (1.104ms),61587 (5%),60462 (2%),186 (4%),186 (2%),36 (3%),26,50,10,off,1
06min 14sec,510391 (2.191ms),53033 (4%),46060 (1%),242 (5%),148 (2%),20 (2%),26,35,10,off,1
05min 56sec,257337 (1.104ms),46398 (3%),52587 (2%),208 (4%),156 (2%),36 (3%),26,40,10,off,1
06min 18sec,257337 (1.104ms),43567 (3%),50427 (2%),322 (7%),212 (3%),20 (2%),26,28,10,off,1
10min 37sec,509992 (2.198ms),272052 (23%),414447 (17%),140 (3%),3766 (55%),16 (1%),26,410,9,off,1
10min 40sec,257320 (1.109ms),270461 (22%),405575 (17%),208 (4%),3750 (54%),8 (~0%),26,410,6,off,1
12min 56sec,259728 (1.12ms),649948 (54%),377726 (15%),208 (4%),2962 (43%),20 (2%),30,320,10,off,1
06min 49sec,257341 (1.104ms),61587 (5%),60462 (2%),186 (4%),186 (2%),36 (3%),26,50,10,off,1
10min 32sec,257320 (1.109ms),270461 (22%),405575 (17%),208 (4%),3750 (54%),8 (~0%),26,410,6,off,1
07min 11sec,279467 (1.199ms),33508 (2%),31955 (1%),680 (15%),116 (1%),20 (2%),26,10,10,off,8
05min 15sec,174145 (0.744ms),26778 (2%),31370 (1%),58 (1%),130 (1%),40 (4%),26,10,10,off,390
05min 43sec,257336 (1.1ms),36383 (3%),39694 (1%),314 (7%),132 (1%),20 (2%),26,26,10,off,1
06min 04sec,257337 (1.104ms),43567 (3%),50427 (2%),322 (7%),212 (3%),20 (2%),26,28,10,off,1
06min 33sec,257341 (1.104ms),61587 (5%),60462 (2%),186 (4%),186 (2%),36 (3%),26,50,10,off,1
04min 06sec,422005 (1.803ms),19868 (1%),18112 (~0%),460 (10%),30 (~0%),0 (~0%),390,10,1,off,1
40min 00sec,,,,,,,26,10,10,flatten,390
03min 23sec,282586 (1.208ms),19218 (1%),15623 (~0%),186 (4%),30 (~0%),20 (2%),30,10,1,off,1
03min 21sec,175472 (0.75ms),26843 (2%),31328 (1%),58 (1%),128 (1%),40 (4%),30,10,10,off,1
03min 22sec,196486 (0.84ms),18686 (1%),16912 (~0%),186 (4%),30 (~0%),20 (2%),30,10,2,off,1
04min 01sec,279403 (1.199ms),33555 (2%),31914 (1%),680 (15%),114 (1%),20 (2%),30,10,10,off,8
07min 01sec,175459 (0.75ms),507215 (42%),671465 (28%),58 (1%),4511 (65%),20 (2%),30,10,410,off,1
07min 16sec,175459 (0.75ms),507215 (42%),671465 (28%),58 (1%),4511 (65%),20 (2%),30,10,410,off,1
07min 08sec,175459 (0.75ms),507215 (42%),671465 (28%),58 (1%),4511 (65%),20 (2%),30,10,410,off,1
07min 06sec,175459 (0.75ms),507215 (42%),671465 (28%),58 (1%),4511 (65%),20 (2%),30,10,410,off,1
03min 18sec,174145 (0.744ms),26778 (2%),31370 (1%),58 (1%),130 (1%),40 (4%),26,10,10,off,1
03min 35sec,279219 (1.193ms),25561 (2%),31425 (1%),696 (16%),129 (1%),0 (~0%),15,10,10,off,1
07min 40sec,174130 (0.744ms),507150 (42%),671507 (28%),58 (1%),4513 (65%),20 (2%),26,10,410,off,1
03min 19sec,175472 (0.75ms),26843 (2%),31328 (1%),58 (1%),128 (1%),40 (4%),30,10,10,off,1
03min 23sec,175472 (0.75ms),26843 (2%),31328 (1%),58 (1%),128 (1%),40 (4%),30,10,10,off,1
03min 18sec,175472 (0.75ms),26843 (2%),31328 (1%),58 (1%),128 (1%),40 (4%),30,10,10,off,1
03min 24sec,175472 (0.75ms),26843 (2%),31328 (1%),58 (1%),128 (1%),40 (4%),30,10,10,off,1
03min 25sec,175472 (0.75ms),26843 (2%),31328 (1%),58 (1%),128 (1%),40 (4%),30,10,10,off,1
03min 26sec,175472 (0.75ms),26843 (2%),31328 (1%),58 (1%),128 (1%),40 (4%),30,10,10,off,1
03min 28sec,175472 (0.75ms),26843 (2%),31328 (1%),58 (1%),128 (1%),40 (4%),30,10,10,off,1
03min 27sec,175472 (0.75ms),26843 (2%),31328 (1%),58 (1%),128 (1%),40 (4%),30,10,10,off,1
05min 29sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
05min 38sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
05min 26sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
05min 16sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
05min 27sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
06min 49sec,735519 (2.942ms),33469 (2%),16897 (~0%),206 (4%),14 (~0%),0 (~0%),5,2,1,off,1
06min 54sec,736101 (2.944ms),33772 (2%),16964 (~0%),208 (4%),14 (~0%),0 (~0%),6,2,1,off,1
06min 23sec,735909 (2.944ms),33476 (2%),16910 (~0%),206 (4%),14 (~0%),0 (~0%),3,2,1,off,1
06min 55sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
06min 31sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
07min 54sec,349219 (1.505ms),190683 (16%),348669 (14%),964 (22%),3747 (54%),0 (~0%),10,410,1,off,1
06min 49sec,655761 (2.623ms),34042 (2%),19074 (~0%),208 (4%),25 (~0%),0 (~0%),10,2,2,off,1
05min 18sec,581115 (2.483ms),16798 (1%),17115 (~0%),298 (6%),28 (~0%),0 (~0%),3,5,2,off,1
05min 16sec,580725 (2.482ms),16792 (1%),17093 (~0%),298 (6%),28 (~0%),0 (~0%),5,5,2,off,1
05min 32sec,581307 (2.484ms),17095 (1%),17172 (~0%),300 (6%),28 (~0%),0 (~0%),6,5,2,off,1
06min 55sec,655761 (2.623ms),34042 (2%),19074 (~0%),208 (4%),25 (~0%),0 (~0%),10,2,2,off,1
06min 54sec,342981 (1.466ms),18114 (1%),17060 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,2,off,1
06min 50sec,1052781 (4.211ms),16593 (1%),14344 (~0%),208 (4%),25 (~0%),0 (~0%),10,1,2,off,1
05min 31sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
06min 12sec,588483 (2.526ms),27605 (2%),24796 (1%),166 (3%),27 (~0%),7 (~0%),10,5,2,off,2
05min 01sec,734785 (2.939ms),34951 (2%),19286 (~0%),226 (5%),13 (~0%),0 (~0%),1,2,1,off,1
05min 22sec,736345 (3.287ms),35193 (2%),19319 (~0%),226 (5%),14 (~0%),0 (~0%),2,2,1,off,1
04min 44sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
05min 22sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
04min 56sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
05min 25sec,591801 (2.367ms),43133 (3%),34448 (1%),464 (10%),130 (1%),0 (~0%),10,2,10,off,1
04min 15sec,660670 (2.823ms),16143 (1%),15094 (~0%),266 (6%),18 (~0%),0 (~0%),5,5,1,off,1
04min 21sec,661252 (2.826ms),16446 (1%),15173 (~0%),268 (6%),18 (~0%),0 (~0%),6,5,1,off,1
04min 14sec,661060 (2.825ms),16149 (1%),15107 (~0%),266 (6%),18 (~0%),0 (~0%),3,5,1,off,1
05min 24sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
04min 47sec,516954 (2.209ms),25987 (2%),32148 (1%),556 (12%),130 (1%),0 (~0%),10,5,10,off,1
04min 58sec,668443 (2.869ms),27073 (2%),22365 (~0%),166 (3%),17 (~0%),5 (~0%),10,5,1,off,2
03min 40sec,579974 (2.479ms),17515 (1%),18063 (~0%),318 (7%),23 (~0%),0 (~0%),1,5,2,off,1
03min 38sec,580773 (2.482ms),18255 (1%),19096 (~0%),318 (7%),27 (~0%),0 (~0%),2,5,2,off,1
03min 36sec,581115 (2.483ms),16795 (1%),17101 (~0%),298 (6%),28 (~0%),0 (~0%),15,5,2,off,1
04min 45sec,342981 (1.466ms),18114 (1%),17060 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,2,off,1
04min 45sec,655761 (2.623ms),34042 (2%),19074 (~0%),208 (4%),25 (~0%),0 (~0%),10,2,2,off,1
04min 45sec,1052781 (4.211ms),16593 (1%),14344 (~0%),208 (4%),25 (~0%),0 (~0%),10,1,2,off,1
04min 11sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
03min 55sec,532753 (2.277ms),21505 (1%),23929 (1%),394 (9%),58 (~0%),0 (~0%),5,5,5,off,1
04min 11sec,533335 (2.279ms),21808 (1%),23996 (1%),396 (9%),58 (~0%),0 (~0%),6,5,5,off,1
04min 00sec,533143 (2.278ms),21511 (1%),23942 (1%),394 (9%),58 (~0%),0 (~0%),3,5,5,off,1
04min 15sec,454944 (1.944ms),23108 (1%),26031 (1%),546 (12%),59 (~0%),0 (~0%),10,10,5,off,1
04min 11sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
03min 45sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
04min 00sec,544424 (2.337ms),26925 (2%),22461 (~0%),120 (2%),59 (~0%),10 (1%),10,5,5,off,2
03min 45sec,660705 (2.824ms),17636 (1%),17139 (~0%),286 (6%),18 (~0%),0 (~0%),2,5,1,off,1
03min 44sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
03min 45sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
04min 47sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
04min 48sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
03min 51sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
04min 18sec,664265 (2.851ms),27309 (2%),22648 (~0%),146 (3%),17 (~0%),10 (1%),10,5,1,off,4
04min 20sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
04min 47sec,735519 (2.942ms),33469 (2%),16897 (~0%),206 (4%),14 (~0%),0 (~0%),5,2,1,off,1
04min 46sec,734785 (2.939ms),34951 (2%),19286 (~0%),226 (5%),13 (~0%),0 (~0%),1,2,1,off,1
04min 02sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
04min 57sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
06min 25sec,349219 (1.505ms),190683 (16%),348669 (14%),964 (22%),3747 (54%),0 (~0%),10,410,1,off,1
04min 24sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
03min 56sec,660705 (2.824ms),17636 (1%),17139 (~0%),286 (6%),18 (~0%),0 (~0%),2,5,1,off,1
04min 54sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
04min 43sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
04min 07sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
