compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L5,__PARA__L6,__PARA__L7,__PARA__L8,__PIPE__L0,__PIPE__L1,__PIPE__L2,__PIPE__L3,__PIPE__L4,__PIPE__L5,__TILE__L0,__TILE__L1,__TILE__L2,__TILE__L3,__TILE__L4,__TILE__L5
14min 56sec,21724 (0.093ms),516484 (43%),665645 (28%),2214 (51%),3194 (46%),3 (~0%),40,50,4,5,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
13min 48sec,26402 (0.113ms),499837 (42%),647953 (27%),2432 (56%),3081 (45%),2 (~0%),40,50,4,10,5,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
19min 37sec,21006 (0.084ms),622419 (52%),814560 (34%),2658 (61%),4074 (59%),4 (~0%),40,50,4,10,1,1,12,16,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 27sec,25347 (0.101ms),351909 (29%),373000 (15%),570 (13%),1984 (29%),204 (21%),40,50,4,10,1,1,6,4,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 23sec,217053 (0.868ms),413965 (35%),532992 (22%),1738 (40%),2777 (40%),2 (~0%),4,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 23sec,225141 (0.901ms),413985 (35%),533002 (22%),1738 (40%),2776 (40%),2 (~0%),5,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 23sec,249423 (0.998ms),413997 (35%),533009 (22%),1738 (40%),2776 (40%),2 (~0%),8,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 26sec,273306 (1.093ms),221867 (18%),239315 (10%),666 (15%),1476 (21%),2 (~0%),40,1,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 58sec,21420 (0.086ms),543353 (45%),685339 (28%),2158 (49%),3633 (53%),6 (~0%),40,50,1,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 37sec,21176 (0.085ms),543768 (45%),685727 (29%),2170 (50%),3635 (53%),4 (~0%),40,50,2,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 50sec,21006 (0.084ms),538881 (45%),685314 (28%),2170 (50%),3637 (53%),4 (~0%),40,50,4,1,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 02sec,21006 (0.094ms),541599 (45%),686375 (29%),2170 (50%),3639 (53%),4 (~0%),40,50,4,2,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 37sec,319207 (1.277ms),217926 (18%),240103 (10%),678 (15%),1480 (21%),2 (~0%),40,5,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 29sec,21056 (0.084ms),543766 (45%),685727 (29%),2170 (50%),3633 (53%),4 (~0%),40,50,5,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 32sec,21724 (0.093ms),516484 (43%),665645 (28%),2214 (51%),3194 (46%),3 (~0%),40,50,4,5,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 20sec,21073 (0.084ms),549972 (46%),686168 (29%),2170 (50%),3631 (53%),4 (~0%),40,50,4,10,14,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,10,1,1,15,16,50,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,10,1,1,6,16,50,flatten,off,off,off,off,off,1,1,1,1,1,1
12min 38sec,225141 (0.901ms),413985 (35%),533002 (22%),1738 (40%),2776 (40%),2 (~0%),5,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 43sec,217053 (0.868ms),413965 (35%),532992 (22%),1738 (40%),2777 (40%),2 (~0%),4,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 33sec,249423 (0.998ms),413997 (35%),533009 (22%),1738 (40%),2776 (40%),2 (~0%),8,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 41sec,319207 (1.277ms),217926 (18%),240103 (10%),678 (15%),1480 (21%),2 (~0%),40,5,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 42sec,289030 (1.156ms),217909 (18%),240097 (10%),678 (15%),1481 (21%),2 (~0%),40,2,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 12sec,21056 (0.084ms),543766 (45%),685727 (29%),2170 (50%),3633 (53%),4 (~0%),40,50,5,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 53sec,21176 (0.085ms),543768 (45%),685727 (29%),2170 (50%),3635 (53%),4 (~0%),40,50,2,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 58sec,21006 (0.094ms),541599 (45%),686375 (29%),2170 (50%),3639 (53%),4 (~0%),40,50,4,2,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 43sec,249423 (0.998ms),413997 (35%),533009 (22%),1738 (40%),2776 (40%),2 (~0%),8,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 31sec,369577 (1.478ms),217924 (18%),240110 (10%),678 (15%),1479 (21%),2 (~0%),40,10,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 35sec,21056 (0.084ms),543766 (45%),685727 (29%),2170 (50%),3633 (53%),4 (~0%),40,50,5,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 33sec,21722 (0.093ms),511754 (43%),665603 (28%),2214 (51%),3277 (47%),3 (~0%),40,50,4,25,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 02sec,21423 (0.086ms),553017 (46%),696518 (29%),2170 (50%),3631 (53%),4 (~0%),40,50,4,10,10,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
23min 08sec,19746 (0.079ms),951396 (80%),1178026 (49%),2158 (49%),8554 (125%),4 (~0%),40,50,4,10,1,10,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
11min 57sec,21777 (0.093ms),407714 (34%),499809 (21%),2548 (58%),2534 (37%),4 (~0%),40,50,4,10,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 01sec,21006 (0.084ms),543749 (45%),685727 (29%),2170 (50%),3634 (53%),4 (~0%),40,50,4,10,1,1,6,16,50,off,off,off,off,off,flatten,1,1,1,1,1,1
12min 39sec,249423 (0.998ms),413997 (35%),533009 (22%),1738 (40%),2776 (40%),2 (~0%),8,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 39sec,225141 (0.901ms),413985 (35%),533002 (22%),1738 (40%),2776 (40%),2 (~0%),5,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 24sec,21420 (0.086ms),543353 (45%),685339 (28%),2158 (49%),3633 (53%),6 (~0%),40,50,1,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 31sec,21176 (0.085ms),543768 (45%),685727 (29%),2170 (50%),3635 (53%),4 (~0%),40,50,2,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 16sec,21006 (0.084ms),538881 (45%),685314 (28%),2170 (50%),3637 (53%),4 (~0%),40,50,4,1,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 17sec,21006 (0.094ms),541599 (45%),686375 (29%),2170 (50%),3639 (53%),4 (~0%),40,50,4,2,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
13min 50sec,26401 (0.113ms),498423 (42%),644835 (27%),2432 (56%),3081 (45%),2 (~0%),40,50,4,10,7,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 48sec,21423 (0.086ms),553017 (46%),696518 (29%),2170 (50%),3631 (53%),4 (~0%),40,50,4,10,10,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
04min 28sec,2823953 (11.296ms),17717 (1%),12608 (~0%),126 (2%),22 (~0%),8 (~0%),1,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 50sec,2214162 (8.857ms),91205 (7%),76267 (3%),110 (2%),462 (6%),48 (5%),40,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
07min 24sec,1411366 (5.645ms),129900 (10%),105036 (4%),1710 (39%),572 (8%),8 (~0%),1,50,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 24sec,2106917 (8.428ms),88105 (7%),70784 (2%),118 (2%),458 (6%),46 (4%),1,1,40,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 38sec,2093090 (8.372ms),83680 (7%),75225 (3%),118 (2%),552 (8%),6 (~0%),1,1,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 03sec,1630453 (6.968ms),23727 (2%),19944 (~0%),216 (5%),55 (~0%),6 (~0%),1,1,1,1,1,1,1,20,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 12sec,2311953 (9.88ms),31567 (2%),28004 (1%),162 (3%),77 (1%),6 (~0%),1,1,1,1,1,1,30,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 04sec,4272977 (17.092ms),19762 (1%),14313 (~0%),150 (3%),35 (~0%),8 (~0%),1,25,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 58sec,1662608 (6.65ms),131889 (11%),106631 (4%),1722 (39%),584 (8%),8 (~0%),8,50,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 53sec,2150190 (8.601ms),130978 (11%),106272 (4%),1734 (40%),583 (8%),6 (~0%),1,50,20,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
07min 04sec,696155 (2.785ms),200246 (16%),163214 (6%),1702 (39%),1008 (14%),46 (4%),1,50,40,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 34sec,1944489 (8.31ms),25787 (2%),21539 (~0%),228 (5%),67 (~0%),6 (~0%),10,1,1,1,1,1,1,20,1,off,off,off,off,off,off,1,1,1,1,1,1
27min 43sec,1387428 (5.929ms),302963 (25%),991346 (41%),2096 (48%),2222 (32%),8 (~0%),1,50,1,1,1,1,1,20,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 11sec,830966 (3.551ms),146080 (12%),121423 (5%),1802 (41%),613 (8%),6 (~0%),1,50,1,1,1,1,1,1,25,off,off,off,off,off,off,1,1,1,1,1,1
06min 22sec,677005 (2.708ms),190646 (16%),167676 (7%),1702 (39%),1104 (16%),6 (~0%),1,50,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
04min 39sec,1675955 (7.162ms),28302 (2%),24074 (1%),238 (5%),55 (~0%),5 (~0%),1,1,1,25,1,1,1,20,1,off,off,off,off,off,off,1,1,1,1,1,1
07min 12sec,45429 (0.182ms),260843 (22%),231217 (9%),1686 (39%),1546 (22%),46 (4%),40,50,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 42sec,64579 (0.258ms),268812 (22%),226058 (9%),1686 (39%),1439 (21%),86 (8%),40,50,40,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
53min 03sec,64579 (0.258ms),2638519 (223%),3650445 (154%),1686 (39%),33846 (494%),44 (4%),1,50,40,1,1,1,1,1,1,flatten,off,off,off,off,off,1,1,1,1,1,1
53min 41sec,674241 (2.697ms),3019009 (255%),3880921 (164%),1702 (39%),38844 (567%),4 (~0%),1,50,1,1,1,1,1,1,50,off,off,flatten,off,off,off,1,1,1,1,1,1
25min 31sec,681530 (2.913ms),628510 (53%),934219 (39%),3702 (85%),2769 (40%),6 (~0%),1,50,40,1,1,1,1,1,25,off,off,off,off,off,off,1,1,1,1,1,1
39min 49sec,677783 (2.711ms),1850857 (156%),2529170 (106%),5702 (131%),22447 (328%),6 (~0%),1,50,40,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 13sec,926247 (3.705ms),189431 (16%),169159 (7%),1714 (39%),1118 (16%),6 (~0%),8,50,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 34sec,945397 (3.782ms),197389 (16%),164000 (6%),1714 (39%),1011 (14%),46 (4%),8,50,40,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 31sec,2057443 (8.23ms),150763 (12%),140399 (5%),114 (2%),1008 (14%),46 (4%),40,10,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 46sec,1613006 (6.452ms),158710 (13%),135227 (5%),114 (2%),903 (13%),86 (8%),40,2,40,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
07min 48sec,45015 (0.18ms),261239 (22%),231605 (9%),1698 (39%),1547 (22%),44 (4%),40,50,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 26sec,45429 (0.182ms),264146 (22%),231815 (9%),1686 (39%),1543 (22%),46 (4%),40,50,1,10,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 30sec,45499 (0.182ms),264291 (22%),232227 (9%),1686 (39%),1545 (22%),46 (4%),40,50,1,1,2,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 33sec,45429 (0.194ms),345924 (29%),382612 (16%),2478 (57%),1986 (29%),6 (~0%),40,50,1,1,1,1,10,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 44sec,1302615 (5.21ms),189830 (16%),169558 (7%),1726 (39%),1119 (16%),4 (~0%),20,50,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 12sec,800677 (3.203ms),189430 (16%),169152 (7%),1714 (39%),1119 (16%),6 (~0%),4,50,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 09sec,989041 (3.956ms),189449 (16%),169159 (7%),1714 (39%),1118 (16%),6 (~0%),10,50,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 49sec,1593442 (6.374ms),151142 (12%),140774 (5%),126 (2%),1011 (14%),44 (4%),40,2,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 53sec,2057029 (8.228ms),151154 (12%),140787 (5%),126 (2%),1009 (14%),44 (4%),40,10,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 46sec,45585 (0.182ms),261255 (22%),231612 (9%),1698 (39%),1546 (22%),44 (4%),40,50,10,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 52sec,45065 (0.18ms),261256 (22%),231605 (9%),1698 (39%),1546 (22%),44 (4%),40,50,5,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 58sec,45015 (0.18ms),264542 (22%),232203 (9%),1698 (39%),1544 (22%),44 (4%),40,50,4,10,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 55sec,991626 (3.967ms),190666 (16%),169542 (7%),1726 (39%),1115 (16%),4 (~0%),10,50,4,10,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 08sec,1767256 (7.069ms),154459 (13%),141378 (5%),126 (2%),1007 (14%),44 (4%),40,5,4,10,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 08sec,2926408 (11.706ms),154433 (13%),141486 (5%),138 (3%),1007 (14%),44 (4%),40,25,4,10,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
08min 03sec,45350 (0.181ms),264540 (22%),232209 (9%),1698 (39%),1543 (22%),44 (4%),40,50,8,10,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
08min 01sec,45585 (0.182ms),264558 (22%),232210 (9%),1698 (39%),1543 (22%),44 (4%),40,50,10,10,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 22sec,45015 (0.192ms),351128 (29%),383215 (16%),2490 (57%),1984 (29%),4 (~0%),40,50,4,10,1,1,10,1,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 41sec,31737 (0.136ms),350038 (29%),407926 (17%),2076 (48%),2094 (30%),44 (4%),40,50,4,10,1,1,1,10,50,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,10,1,1,1,1,50,off,flatten,off,off,off,off,1,1,1,1,1,1
09min 11sec,905394 (3.869ms),276144 (23%),345271 (14%),2104 (48%),1665 (24%),4 (~0%),8,50,4,10,1,1,1,10,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 04sec,968388 (4.138ms),276162 (23%),345265 (14%),2104 (48%),1665 (24%),4 (~0%),10,50,4,10,1,1,1,10,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 15sec,1283376 (5.485ms),276151 (23%),345274 (14%),2104 (48%),1665 (24%),4 (~0%),20,50,4,10,1,1,1,10,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 36sec,32072 (0.137ms),350036 (29%),407932 (17%),2076 (48%),2093 (30%),44 (4%),40,50,8,10,1,1,1,10,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 17sec,32307 (0.138ms),350054 (29%),407933 (17%),2076 (48%),2093 (30%),44 (4%),40,50,10,10,1,1,1,10,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 52sec,34755 (0.149ms),350749 (29%),418120 (17%),2120 (49%),2176 (31%),43 (4%),40,50,4,25,1,1,1,10,50,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,10,1,1,1,10,50,off,off,flatten,off,off,off,1,1,1,1,1,1
10min 30sec,31737 (0.136ms),350038 (29%),407926 (17%),2076 (48%),2094 (30%),44 (4%),40,50,4,10,1,1,1,10,50,off,off,off,off,off,flatten,1,1,1,1,1,1
09min 05sec,968388 (4.138ms),276162 (23%),345265 (14%),2104 (48%),1665 (24%),4 (~0%),10,50,4,10,1,1,1,10,50,off,off,off,off,off,flatten,1,1,1,1,1,1
09min 07sec,1283376 (5.485ms),276151 (23%),345274 (14%),2104 (48%),1665 (24%),4 (~0%),20,50,4,10,1,1,1,10,50,off,off,off,off,off,flatten,1,1,1,1,1,1
06min 12sec,435126 (1.86ms),156409 (13%),143724 (6%),148 (3%),1017 (14%),42 (4%),40,10,4,10,1,1,1,10,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 18sec,609408 (2.604ms),156429 (13%),143887 (6%),160 (3%),1018 (14%),42 (4%),40,25,4,10,1,1,1,10,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 37sec,31787 (0.136ms),350055 (29%),407926 (17%),2076 (48%),2093 (30%),44 (4%),40,50,5,10,1,1,1,10,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 39sec,32072 (0.137ms),350036 (29%),407932 (17%),2076 (48%),2093 (30%),44 (4%),40,50,8,10,1,1,1,10,50,off,off,off,off,off,flatten,1,1,1,1,1,1
10min 02sec,34755 (0.149ms),350749 (29%),418120 (17%),2120 (49%),2176 (31%),43 (4%),40,50,4,25,1,1,1,10,50,off,off,off,off,off,flatten,1,1,1,1,1,1
10min 27sec,31738 (0.136ms),346735 (29%),407328 (17%),2076 (48%),2097 (30%),44 (4%),40,50,4,50,1,1,1,10,50,off,off,off,off,off,flatten,1,1,1,1,1,1
10min 52sec,33616 (0.144ms),350045 (29%),407942 (17%),2088 (48%),2093 (30%),44 (4%),40,50,20,10,1,1,1,10,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 50sec,31787 (0.136ms),350055 (29%),407926 (17%),2076 (48%),2093 (30%),44 (4%),40,50,5,10,1,1,1,10,50,off,off,off,off,off,flatten,1,1,1,1,1,1
06min 23sec,609408 (2.604ms),156429 (13%),143887 (6%),160 (3%),1018 (14%),42 (4%),40,25,4,10,1,1,1,10,50,off,off,off,off,off,flatten,1,1,1,1,1,1
10min 54sec,33616 (0.144ms),350045 (29%),407942 (17%),2088 (48%),2093 (30%),44 (4%),40,50,20,10,1,1,1,10,50,off,off,off,off,off,flatten,1,1,1,1,1,1
06min 18sec,377056 (1.611ms),156411 (13%),143717 (6%),148 (3%),1018 (14%),42 (4%),40,5,4,10,1,1,1,10,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 23sec,435126 (1.86ms),156409 (13%),143724 (6%),148 (3%),1017 (14%),42 (4%),40,10,4,10,1,1,1,10,50,off,off,off,off,off,flatten,1,1,1,1,1,1
10min 46sec,31737 (0.136ms),348217 (29%),408308 (17%),2076 (48%),2096 (30%),44 (4%),40,50,4,2,1,1,1,10,50,off,off,off,off,off,off,1,1,1,1,1,1
13min 39sec,21777 (0.093ms),436624 (36%),558938 (23%),2868 (66%),2534 (37%),4 (~0%),40,50,4,10,1,1,10,10,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 57sec,315376 (1.348ms),278826 (23%),348303 (14%),2140 (49%),1676 (24%),2 (~0%),20,50,4,10,1,1,10,10,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 01sec,597359 (2.553ms),243015 (20%),294899 (12%),952 (22%),1458 (21%),2 (~0%),40,25,4,10,1,1,10,10,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 11sec,22112 (0.094ms),436622 (36%),558944 (23%),2868 (66%),2533 (37%),4 (~0%),40,50,8,10,1,1,10,10,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 08sec,21777 (0.093ms),431816 (36%),558723 (23%),2868 (66%),2537 (37%),4 (~0%),40,50,4,50,1,1,10,10,50,off,off,off,off,off,off,1,1,1,1,1,1
25min 05sec,21777 (0.093ms),498048 (42%),1014806 (42%),3676 (85%),3414 (49%),4 (~0%),40,50,4,10,1,1,20,10,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 25sec,206614 (0.887ms),389114 (32%),511901 (21%),3040 (70%),2043 (29%),4 (~0%),40,50,4,10,1,1,10,10,25,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,10,1,1,1,1,50,off,flatten,off,off,off,off,2,1,1,1,1,1
09min 49sec,227794 (0.973ms),278815 (23%),348306 (14%),2140 (49%),1676 (24%),2 (~0%),8,50,4,10,1,1,10,10,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 42sec,227795 (0.973ms),277998 (23%),348393 (14%),2140 (49%),1680 (24%),2 (~0%),8,50,4,50,1,1,10,10,50,off,off,off,off,off,off,1,1,1,1,1,1
08min 35sec,423029 (1.808ms),238187 (20%),294521 (12%),940 (21%),1460 (21%),2 (~0%),40,10,4,50,1,1,10,10,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 08sec,22347 (0.096ms),436640 (36%),558945 (23%),2868 (66%),2533 (37%),4 (~0%),40,50,10,10,1,1,10,10,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 11sec,22347 (0.096ms),431832 (36%),558730 (23%),2868 (66%),2536 (37%),4 (~0%),40,50,10,50,1,1,10,10,50,off,off,off,off,off,off,1,1,1,1,1,1
37min 18sec,21077 (0.09ms),519383 (43%),1269310 (53%),2876 (66%),3637 (53%),4 (~0%),40,50,4,50,1,1,10,20,50,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,10,1,1,10,10,50,off,off,flatten,off,off,off,1,1,1,1,1,1
14min 11sec,23656 (0.101ms),436631 (36%),558954 (23%),2880 (66%),2533 (37%),4 (~0%),40,50,20,10,1,1,10,10,50,off,off,off,off,off,off,1,1,1,1,1,1
31min 31sec,227095 (0.97ms),365565 (30%),1058980 (44%),2148 (49%),2780 (40%),2 (~0%),8,50,4,50,1,1,10,20,50,off,off,off,off,off,off,1,1,1,1,1,1
08min 31sec,374029 (1.598ms),242169 (20%),299516 (12%),1008 (23%),1482 (21%),2 (~0%),40,10,4,50,1,1,10,20,50,off,off,off,off,off,off,1,1,1,1,1,1
37min 09sec,21127 (0.09ms),519400 (43%),1269310 (53%),2876 (66%),3636 (53%),4 (~0%),40,50,5,50,1,1,10,20,50,off,off,off,off,off,off,1,1,1,1,1,1
38min 02sec,21412 (0.092ms),519381 (43%),1269316 (53%),2876 (66%),3636 (53%),4 (~0%),40,50,8,50,1,1,10,20,50,off,off,off,off,off,off,1,1,1,1,1,1
36min 39sec,21647 (0.093ms),519399 (43%),1269317 (53%),2876 (66%),3636 (53%),4 (~0%),40,50,10,50,1,1,10,20,50,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,50,1,1,15,20,50,off,off,off,off,off,off,1,1,1,1,1,1
53min 50sec,21077 (0.09ms),584767 (49%),1735417 (73%),3684 (85%),4517 (66%),4 (~0%),40,50,4,50,1,1,20,20,50,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,50,1,1,10,20,50,off,off,flatten,off,off,off,1,1,1,1,1,1
31min 32sec,241689 (1.033ms),365587 (30%),1058980 (44%),2148 (49%),2780 (40%),2 (~0%),10,50,4,50,1,1,10,20,50,off,off,off,off,off,off,1,1,1,1,1,1
30min 59sec,241739 (1.033ms),365604 (30%),1058980 (44%),2148 (49%),2779 (40%),2 (~0%),10,50,5,50,1,1,10,20,50,off,off,off,off,off,off,1,1,1,1,1,1
08min 27sec,527311 (2.253ms),242189 (20%),299678 (12%),1020 (23%),1483 (21%),2 (~0%),40,25,4,50,1,1,10,20,50,off,off,off,off,off,off,1,1,1,1,1,1
36min 49sec,22956 (0.098ms),519390 (43%),1269326 (53%),2888 (66%),3636 (53%),4 (~0%),40,50,20,50,1,1,10,20,50,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,40,50,1,1,10,20,50,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,50,1,1,10,20,50,flatten,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,50,1,1,10,20,50,off,flatten,off,off,off,off,1,1,1,1,1,1
04min 30sec,2823953 (11.296ms),17717 (1%),12608 (~0%),126 (2%),22 (~0%),8 (~0%),1,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
08min 01sec,1411366 (5.645ms),129900 (10%),105036 (4%),1710 (39%),572 (8%),8 (~0%),1,50,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 43sec,3137989 (12.552ms),19777 (1%),14203 (~0%),138 (3%),34 (~0%),8 (~0%),10,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 40sec,1682953 (7.192ms),19949 (1%),15489 (~0%),158 (3%),33 (~0%),6 (~0%),1,1,1,1,1,1,1,8,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 28sec,2324854 (9.935ms),23047 (1%),19458 (~0%),214 (4%),44 (~0%),6 (~0%),1,1,1,1,1,1,15,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 55sec,2831873 (11.327ms),18153 (1%),12813 (~0%),126 (2%),20 (~0%),8 (~0%),1,1,1,50,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
07min 37sec,     ?,77347 (6%),277462 (11%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,7,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
07min 10sec,2196418 (8.786ms),88098 (7%),87943 (3%),110 (2%),667 (9%),6 (~0%),1,1,1,1,1,1,1,1,1,off,off,off,flatten,off,off,1,1,1,1,1,1
07min 10sec,2093090 (8.372ms),83680 (7%),75225 (3%),118 (2%),552 (8%),6 (~0%),1,1,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
